Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
157,January - M011991,Rajasthan,Jaipur,NA,"Residential, Rural and other Areas",5.1,13.4,NA,NA
156,January - M011991,Rajasthan,Jaipur,NA,"Residential, Rural and other Areas",5.4,17.8,NA,NA
158,January - M011991,Rajasthan,Jaipur,NA,Industrial Area,9.9,12.1,NA,NA
16,January - M011991,Rajasthan,Kota,Rajasthan Pollution Control Board,"Residential, Rural and other Areas",15.9,86,NA,194
20,January - M011991,Rajasthan,Kota,Rajasthan Pollution Control Board,"Residential, Rural and other Areas",12.2,95.8,NA,210
18,January - M011991,Rajasthan,Kota,Rajasthan Pollution Control Board,Sensitive,13.4,87.3,NA,90
19,January - M011991,Rajasthan,Kota,Rajasthan Pollution Control Board,Industrial Area,11.8,78.1,NA,152
17,January - M011991,Rajasthan,Kota,Rajasthan Pollution Control Board,Industrial Area,14.9,83.9,NA,181
158,February - M021991,Rajasthan,Jaipur,NA,Industrial Area,12.2,9.7,NA,NA
156,February - M021991,Rajasthan,Jaipur,NA,"Residential, Rural and other Areas",5.5,13.6,NA,135
157,February - M021991,Rajasthan,Jaipur,NA,"Residential, Rural and other Areas",5.1,12.2,NA,NA
17,February - M021991,Rajasthan,Kota,Rajasthan Pollution Control Board,Industrial Area,18.6,80.8,NA,218
18,February - M021991,Rajasthan,Kota,Rajasthan Pollution Control Board,Sensitive,17.8,83.7,NA,96
19,February - M021991,Rajasthan,Kota,Rajasthan Pollution Control Board,Industrial Area,20.2,71.9,NA,156
20,February - M021991,Rajasthan,Kota,Rajasthan Pollution Control Board,"Residential, Rural and other Areas",15.9,96.9,NA,258
158,March - M031991,Rajasthan,Jaipur,NA,Industrial Area,7.3,8.6,NA,NA
156,March - M031991,Rajasthan,Jaipur,NA,"Residential, Rural and other Areas",6.3,11.9,NA,243
157,March - M031991,Rajasthan,Jaipur,NA,"Residential, Rural and other Areas",6.7,12.7,NA,NA
17,March - M031991,Rajasthan,Kota,Rajasthan Pollution Control Board,Industrial Area,15.5,75.5,NA,178
18,March - M031991,Rajasthan,Kota,Rajasthan Pollution Control Board,Sensitive,14.9,80.4,NA,105
19,March - M031991,Rajasthan,Kota,Rajasthan Pollution Control Board,Industrial Area,21.7,90.5,NA,157
20,March - M031991,Rajasthan,Kota,Rajasthan Pollution Control Board,"Residential, Rural and other Areas",18,101.8,NA,182
158,April - M041991,Rajasthan,Jaipur,NA,Industrial Area,6.2,6.2,NA,NA
156,April - M041991,Rajasthan,Jaipur,NA,"Residential, Rural and other Areas",6,17.8,NA,450
157,April - M041991,Rajasthan,Jaipur,NA,"Residential, Rural and other Areas",6,9.5,NA,356
17,April - M041991,Rajasthan,Kota,Rajasthan Pollution Control Board,Industrial Area,25.7,115.4,NA,167
18,April - M041991,Rajasthan,Kota,Rajasthan Pollution Control Board,Sensitive,17.1,77.1,NA,115
19,April - M041991,Rajasthan,Kota,Rajasthan Pollution Control Board,Industrial Area,25.2,97.2,NA,192
20,April - M041991,Rajasthan,Kota,Rajasthan Pollution Control Board,"Residential, Rural and other Areas",21.7,92.4,NA,212
158,May - M051991,Rajasthan,Jaipur,NA,Industrial Area,8.2,9.2,NA,NA
