Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
40,January - M011994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,24,25.3,NA,120
41,January - M011994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,18.5,18.7,NA,88
40,February - M021994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,25.1,26.9,NA,114
41,February - M021994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,26.2,24.1,NA,81
41,March - M031994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,34.7,31.6,NA,150
40,March - M031994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,27.1,37.6,NA,139
41,April - M041994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,38.2,31,NA,136
40,April - M041994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,32.9,27.1,NA,120
40,May - M051994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,24.2,27.8,NA,127
41,May - M051994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,26.1,29.5,NA,125
40,June - M061994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,20,22.5,NA,88
41,June - M061994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,19.3,25.7,NA,105
40,July - M071994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,22.2,25.2,NA,99
41,July - M071994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,36.3,22.8,NA,58
41,August - M081994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,20.2,21.7,NA,55
40,August - M081994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,22.3,23.2,NA,139
41,September - M091994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,22.8,24.2,NA,55
40,September - M091994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,22.8,25.2,NA,111
41,September - M091994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,22.8,24.2,NA,55
40,September - M091994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,22.8,25.2,NA,111
41,November - M111994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,27.7,30.2,NA,92
40,November - M111994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,26.7,26.8,NA,127
41,December - M121994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,20.5,24.3,NA,100
40,December - M121994,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,29.7,29.8,NA,130
