Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
153,January - M011994,Gujarat,Ahmedabad,NEER,"Residential, Rural and other Areas",23.4,21.6,NA,218
155,January - M011994,Gujarat,Ahmedabad,NA,"Residential, Rural and other Areas",25.3,29.9,NA,261
154,January - M011994,Gujarat,Ahmedabad,NA,Industrial Area,29,28.3,NA,122
247,January - M011994,Gujarat,Bharuch,Gujarat Pollution Control Board,NA,2.3,2.3,NA,NA
248,January - M011994,Gujarat,Bharuch,Gujarat Pollution Control Board,NA,1,23,NA,NA
257,January - M011994,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,26,4.1,NA,810
23,January - M011994,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",36.8,35.1,NA,450
21,January - M011994,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",32.9,32.7,NA,213
22,January - M011994,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,37.9,36.1,NA,272
101,January - M011994,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,14.4,11.4,NA,192
103,January - M011994,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",11.2,11.5,NA,243
102,January - M011994,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",21.9,17.6,NA,290
47,January - M011994,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",57,19.6,NA,367
50,January - M011994,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",44.1,13,NA,308
51,January - M011994,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,53.9,20,NA,285
253,January - M011994,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",25.4,10.9,NA,110
252,January - M011994,Gujarat,Ankleshwar,Gujarat State Pollution Control Board,Industrial Area,39.2,17.1,NA,141
154,February - M021994,Gujarat,Ahmedabad,NA,Industrial Area,31.1,30.2,NA,451
155,February - M021994,Gujarat,Ahmedabad,NA,"Residential, Rural and other Areas",24.8,21.7,NA,379
153,February - M021994,Gujarat,Ahmedabad,NEER,"Residential, Rural and other Areas",19.9,23.6,NA,254
247,February - M021994,Gujarat,Bharuch,Gujarat Pollution Control Board,NA,12.4,7.8,NA,NA
248,February - M021994,Gujarat,Bharuch,Gujarat Pollution Control Board,NA,1.3,69.6,NA,0
256,February - M021994,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,19.1,6.2,NA,544
