Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
12/6/2007,Dadra & Nagar Haveli,Silvassa,Khadoli Ind. Area,Industrial Areas,10.4,18.5,106,250
12/10/2007,Dadra & Nagar Haveli,Silvassa,Khadoli Ind. Area,Industrial Areas,10.7,18.9,111,261
14-12-07,Dadra & Nagar Haveli,Silvassa,Khadoli Ind. Area,Industrial Areas,10.7,18.9,111,260
17-12-07,Dadra & Nagar Haveli,Silvassa,Khadoli Ind. Area,Industrial Areas,10.9,19.4,95,222
21-12-07,Dadra & Nagar Haveli,Silvassa,Khadoli Ind. Area,Industrial Areas,11,19.6,114,264
24-12-07,Dadra & Nagar Haveli,Silvassa,Khadoli Ind. Area,Industrial Areas,10.4,18.5,106,246
28-12-07,Dadra & Nagar Haveli,Silvassa,Khadoli Ind. Area,Industrial Areas,10.4,18.5,101,238
31-12-07,Dadra & Nagar Haveli,Silvassa,Khadoli Ind. Area,Industrial Areas,10.6,18.8,102,239
12/6/2007,Dadra & Nagar Haveli,Silvassa,Chetan Guest House,Residential and others,10.5,18.6,68,160
12/10/2007,Dadra & Nagar Haveli,Silvassa,Chetan Guest House,Residential and others,10.8,19.1,67,155
14-12-07,Dadra & Nagar Haveli,Silvassa,Chetan Guest House,Residential and others,10.6,18.7,78,181
15-12-07,Dadra & Nagar Haveli,Silvassa,Chetan Guest House,Residential and others,11,19.5,104,241
17-12-07,Dadra & Nagar Haveli,Silvassa,Chetan Guest House,Residential and others,10.7,19,76,177
21-12-07,Dadra & Nagar Haveli,Silvassa,Chetan Guest House,Residential and others,10.6,19,70,164
24-12-07,Dadra & Nagar Haveli,Silvassa,Chetan Guest House,Residential and others,10.5,18.6,69,164
28-12-07,Dadra & Nagar Haveli,Silvassa,Chetan Guest House,Residential and others,10.7,19,66,156
31-12-07,Dadra & Nagar Haveli,Silvassa,Chetan Guest House,Residential and others,10.4,18.5,71,167
