Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
160,January - M011992,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6,13.2,NA,96
159,January - M011992,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",10.9,28.6,NA,141
161,January - M011992,Tamil Nadu,Madras,NA,Industrial Area,9.4,14.5,NA,NA
71,January - M011992,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,8.4,12.5,NA,83
160,February - M021992,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6,7.3,NA,143
159,February - M021992,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.7,17.6,NA,108
161,February - M021992,Tamil Nadu,Madras,NA,Industrial Area,6.3,12.8,NA,NA
71,February - M021992,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,13.9,10.2,NA,47
160,March - M031992,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6,9.4,NA,98
159,March - M031992,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.4,12.3,NA,98
161,March - M031992,Tamil Nadu,Madras,NA,Industrial Area,8.2,16.1,NA,NA
71,March - M031992,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,9.4,15.7,NA,27
160,April - M041992,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6,4.6,NA,54
159,April - M041992,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6,7.8,NA,70
161,April - M041992,Tamil Nadu,Madras,NA,Industrial Area,6,8.1,NA,59
71,April - M041992,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,39.4,9.2,NA,22
161,May - M051992,Tamil Nadu,Madras,NA,Industrial Area,6.1,11.1,NA,61
160,May - M051992,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6,4.8,NA,41
159,May - M051992,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.1,9.9,NA,86
71,May - M051992,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,41.3,10.9,NA,23
160,June - M061992,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.4,7.7,NA,66
159,June - M061992,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",7.9,16.2,NA,87
161,June - M061992,Tamil Nadu,Madras,NA,Industrial Area,7.7,11.1,NA,54
71,August - M081992,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,11.7,5.5,NA,6
160,August - M081992,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.5,8.2,NA,78
159,August - M081992,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",7,13.9,NA,98
161,August - M081992,Tamil Nadu,Madras,NA,Industrial Area,19,17.8,NA,60
71,September - M091992,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,6.5,7.4,NA,31
71,November - M111992,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,14.4,8.6,NA,4
