Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/3/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,13,41.3,339,NA
1/7/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,14,41.3,323,NA
1/10/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,11,40,313,NA
1/12/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,14.5,39,340,NA
14-01-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,12,41,381,NA
17-01-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,13.8,47.5,354,NA
19-01-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,16.3,46.7,311,NA
21-01-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,15,55.7,353,NA
24-01-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,16.2,40.8,181,NA
28-01-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,15.7,39,178,NA
31-01-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,17,40,177,NA
2/2/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,17.5,40,NA,178
2/4/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,17,38,NA,179
2/7/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,17.3,40.7,NA,300
2/11/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,17.8,40.3,248,NA
14-02-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,15.2,36.8,270,NA
16-02-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,15,35.2,283,NA
18-02-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,13.5,34.3,277,NA
21-02-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,14,32.3,239,NA
25-02-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,13.8,33.8,237,NA
28-02-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,16,34.7,273,NA
3/2/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,14.2,33.3,261,NA
3/7/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,13.3,38,230,NA
3/9/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,14,43.7,292,NA
3/11/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,10.3,37.3,245,NA
14-03-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,11.5,33.7,205,NA
16-03-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,11.7,32.7,200,NA
18-03-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,11.8,32.8,185,NA
21-03-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,15.7,36,194,NA
23-03-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,15.2,35.8,235,NA
28-03-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,17.3,36.3,173,NA
30-03-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,18.5,35,206,NA
4/2/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,18,31.7,219,NA
4/4/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,16.8,35.3,198,NA
4/6/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,16.5,34.5,212,NA
4/8/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,15.2,35.3,203,NA
4/11/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,19,35.7,219,NA
13-04-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,20.2,34.3,222,NA
15-04-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,33.7,34,225,NA
20-04-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,22.8,33.3,225,NA
22-04-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,22.3,32.7,248,NA
27-04-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,22.5,33.7,243,NA
29-04-05,Punjab,Gobindgarh,Raj Steel,Industrial Areas,22,33,223,NA
5/2/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,23,32,222,NA
5/4/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,23,32,214,NA
5/6/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,23,33,222,NA
5/9/2005,Punjab,Gobindgarh,Raj Steel,Industrial Areas,21,30,232,NA
