Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/5/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,5.5,10.4,64,182
1/7/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,4.9,10.8,65,183
14/1/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,NA,NA,97,174
21/1/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,NA,NA,NA,NA
28/1/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,10.7,15.2,67,189
2/2/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,10.6,15.8,64,172
2/4/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,NA,NA,NA,NA
18/2/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,NA,NA,NA,NA
23/2/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,10.8,16.2,66,173
25/2/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,10.1,15.8,57,172
29/2/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,10.3,18.2,231,345
3/1/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,NA,NA,NA,NA
3/3/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,10.5,15.9,66,174
3/10/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,11.5,16.3,60,174
17/3/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,11.1,15.8,59,174
24/3/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,11.2,16.5,67,174
27/3/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,10.4,16.2,69,175
31/3/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,6.9,22.2,70,198
4/5/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,6.5,13.1,69,184
21/4/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,7.7,15.1,72,203
26/4/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,7.5,14.9,78,192
28/4/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,7.7,15,73,189
5/3/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,6.5,14,57,196
5/5/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,5.3,11.5,55,177
5/12/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,6.4,13.5,64,196
19/5/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,6.2,13.8,80,203
24/5/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,7.4,19.4,57,176
26/5/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,7.8,17.3,67,259
31/5/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,6.7,18.8,67,231
30/8/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,NA,14.3,61,93
9/1/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,4.3,26.6,75,126
9/6/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,NA,NA,NA,NA
9/8/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,10.3,21,67,95
15/9/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,4.8,17.1,49,122
27/9/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,4.4,13.7,36,131
29/9/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,5.8,17.7,45,122
10/4/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,5.2,15.7,47,117
10/6/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,6.1,24.3,47,153
13/10/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,7.1,13.7,98,216
20/10/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,NA,NA,140,341
25/10/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,3.6,18.7,123,208
27/10/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,NA,NA,167,327
28/10/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,4.8,18.4,285,473
11/1/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,5.4,22.8,151,270
11/3/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,NA,NA,124,NA
11/10/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,4.6,14.8,162,280
17/11/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,3.7,16.2,63,141
22/11/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,4.5,13.3,165,256
24/11/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,5.5,20.9,174,316
29/11/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,NA,NA,160,250
12/8/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,NA,NA,64,251
22/12/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,4.9,16.1,77,280
29/12/2008,Madhya Pradesh,Bhopal,Govindpura,Industrial Areas,NA,17.7,140,188
1/1/2008,Madhya Pradesh,Bhopal,Arera Colony,Residential and others,2.3,35.5,117,362
1/2/2008,Madhya Pradesh,Bhopal,Arera Colony,Residential and others,NA,30.3,118,291
1/3/2008,Madhya Pradesh,Bhopal,Arera Colony,Residential and others,2.3,39,173,385
1/4/2008,Madhya Pradesh,Bhopal,Arera Colony,Residential and others,3,45.2,224,492
1/7/2008,Madhya Pradesh,Bhopal,Arera Colony,Residential and others,NA,45.7,156,361
1/8/2008,Madhya Pradesh,Bhopal,Arera Colony,Residential and others,NA,45.3,171,558
1/9/2008,Madhya Pradesh,Bhopal,Arera Colony,Residential and others,NA,47.3,150,380
1/10/2008,Madhya Pradesh,Bhopal,Arera Colony,Residential and others,NA,46.2,118,325
1/11/2008,Madhya Pradesh,Bhopal,Arera Colony,Residential and others,NA,34.5,150,370
14/1/2008,Madhya Pradesh,Bhopal,Arera Colony,Residential and others,NA,36.7,111,473
15/1/2008,Madhya Pradesh,Bhopal,Arera Colony,Residential and others,NA,43.8,132,349
16/1/2008,Madhya Pradesh,Bhopal,Arera Colony,Residential and others,2.3,45.3,158,372
17/1/2008,Madhya Pradesh,Bhopal,Arera Colony,Residential and others,NA,44.8,163,483
18/1/2008,Madhya Pradesh,Bhopal,Arera Colony,Residential and others,NA,34.3,88,290
21/1/2008,Madhya Pradesh,Bhopal,Arera Colony,Residential and others,NA,35.3,110,303
22/1/2008,Madhya Pradesh,Bhopal,Arera Colony,Residential and others,NA,41.2,116,320
