Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
2/10/2005,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,NA,30,97,188
2/12/2005,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,7.8,27.1,68,239
15-02-05,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,14.8,23.7,69,116
22-02-05,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,4.8,26,85,182
26-02-05,Chandigarh,Chandigarh,Industrial Area,Industrial Areas,3.3,14.8,85,239
1/1/2005,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,NA,24,108,223
1/4/2005,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,4,14,110,137
1/6/2005,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,4,14,104,139
1/8/2005,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,4,40,80,202
1/11/2005,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,7,22,176,445
15-01-05,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,7,42,164,412
18-01-05,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,5,37,149,262
20-01-05,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,5,40,151,308
22-01-05,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,NA,19,99,335
25-01-05,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,NA,18,152,175
27-01-05,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,7,35,181,299
29-01-05,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,NA,15,132,249
2/1/2005,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,9,17,103,176
2/2/2005,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,7,45,171,441
2/5/2005,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,5,17,153,403
2/8/2005,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,5,41,96,255
19-02-05,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,5,29,140,477
3/1/2005,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,NA,21,77,235
3/3/2005,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,8,35,133,419
3/5/2005,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,NA,43,97,314
3/8/2005,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,5,41,96,255
3/10/2005,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,4,40,58,368
3/12/2005,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,NA,28,119,451
15-03-05,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,7,34,140,477
19-03-05,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,7,29,140,177
22-03-05,Chandigarh,Chandigarh,Modern Foods,Industrial Areas,18,49,176,436
