Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/3/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,14.1,35.5,90,135
1/5/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,14.2,37.9,110,159
1/8/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,25.4,61.9,140,196
1/10/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,21,48,130,200
1/12/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,19,52,136,181
15-01-07,Jharkhand,Dhanbad,Regional Office,Residential and others,22.2,53.1,182,234
17-01-07,Jharkhand,Dhanbad,Regional Office,Residential and others,19.7,50.2,199,271
24-01-07,Jharkhand,Dhanbad,Regional Office,Residential and others,19.7,49.2,177,220
29-01-07,Jharkhand,Dhanbad,Regional Office,Residential and others,19,54.9,258,328
2/5/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,14.6,47.9,241,308
2/7/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,20,51.4,176,224
2/9/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,23.1,56.4,171,238
2/12/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,21,47.2,127,212
14-02-07,Jharkhand,Dhanbad,Regional Office,Residential and others,20.2,53.3,169,210
19-02-07,Jharkhand,Dhanbad,Regional Office,Residential and others,19.2,49,120,150
22-02-07,Jharkhand,Dhanbad,Regional Office,Residential and others,17.1,53.7,145,198
26-02-07,Jharkhand,Dhanbad,Regional Office,Residential and others,16.1,60.5,156,203
3/6/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,18.3,44.1,150,232
3/8/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,20.7,47.7,160,203
3/12/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,18.7,44,178,219
14-03-07,Jharkhand,Dhanbad,Regional Office,Residential and others,17.6,39.9,119,157
16-03-07,Jharkhand,Dhanbad,Regional Office,Residential and others,19.2,46.7,152,203
19-03-07,Jharkhand,Dhanbad,Regional Office,Residential and others,21.2,54,63,131
22-03-07,Jharkhand,Dhanbad,Regional Office,Residential and others,20.6,43.8,144,195
30-03-07,Jharkhand,Dhanbad,Regional Office,Residential and others,22.6,56.7,218,268
4/2/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,19.8,61.1,176,313
4/4/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,19.4,59.4,183,334
4/9/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,16.7,44.9,112,257
4/11/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,21.4,47.5,124,178
13-04-07,Jharkhand,Dhanbad,Regional Office,Residential and others,22.1,62.8,136,213
16-04-07,Jharkhand,Dhanbad,Regional Office,Residential and others,24,60.5,80,173
18-04-07,Jharkhand,Dhanbad,Regional Office,Residential and others,14.6,46.3,47,64
20-04-07,Jharkhand,Dhanbad,Regional Office,Residential and others,18.9,46.3,67,127
24-04-07,Jharkhand,Dhanbad,Regional Office,Residential and others,22.4,56.4,119,180
26-04-07,Jharkhand,Dhanbad,Regional Office,Residential and others,23.5,68.7,111,190
5/3/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,19.5,47.1,79,120
5/7/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,21.8,56.4,66,111
5/10/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,23,67.4,101,151
14-05-07,Jharkhand,Dhanbad,Regional Office,Residential and others,26,54.2,75,124
17-05-07,Jharkhand,Dhanbad,Regional Office,Residential and others,18.5,69,90,129
21-05-07,Jharkhand,Dhanbad,Regional Office,Residential and others,23.4,67.8,128,174
24-05-07,Jharkhand,Dhanbad,Regional Office,Residential and others,31.6,79.8,83,136
28-05-07,Jharkhand,Dhanbad,Regional Office,Residential and others,NA,NA,NA,NA
30-05-07,Jharkhand,Dhanbad,Regional Office,Residential and others,25.9,65.1,107,151
6/4/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,34.4,85.9,60,95
6/7/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,NA,NA,NA,NA
6/11/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,27.6,75.5,110,155
14-06-07,Jharkhand,Dhanbad,Regional Office,Residential and others,19.9,56.5,91,126
18-06-07,Jharkhand,Dhanbad,Regional Office,Residential and others,20.6,53.7,104,148
21-06-07,Jharkhand,Dhanbad,Regional Office,Residential and others,23,56.6,70,117
25-06-07,Jharkhand,Dhanbad,Regional Office,Residential and others,18,46.2,69,100
28-06-07,Jharkhand,Dhanbad,Regional Office,Residential and others,21.9,52,82,118
7/9/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,26.1,60.5,92,131
7/11/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,NA,NA,99,150
16-07-07,Jharkhand,Dhanbad,Regional Office,Residential and others,14.5,39.3,61,92
19-07-07,Jharkhand,Dhanbad,Regional Office,Residential and others,17,54.2,42,72
23-07-07,Jharkhand,Dhanbad,Regional Office,Residential and others,16.8,47.4,68,92
25-07-07,Jharkhand,Dhanbad,Regional Office,Residential and others,28.2,69.2,115,148
27-07-07,Jharkhand,Dhanbad,Regional Office,Residential and others,24.8,69.1,102,132
30-07-07,Jharkhand,Dhanbad,Regional Office,Residential and others,25.5,60.7,72,135
8/2/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,15.1,56.2,65,91
8/6/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,16.2,34,34,57
8/8/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,9.1,47.4,60,82
8/10/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,16.5,39.8,90,115
13-08-07,Jharkhand,Dhanbad,Regional Office,Residential and others,14.8,41.7,77,88
16-08-07,Jharkhand,Dhanbad,Regional Office,Residential and others,12.2,47.3,76,101
20-08-07,Jharkhand,Dhanbad,Regional Office,Residential and others,15.6,41,89,112
23-08-07,Jharkhand,Dhanbad,Regional Office,Residential and others,18.5,51.3,78,112
27-08-07,Jharkhand,Dhanbad,Regional Office,Residential and others,16.5,44.7,48,73
29-08-07,Jharkhand,Dhanbad,Regional Office,Residential and others,15.3,43.7,36,66
9/7/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,17.1,57,50,75
9/10/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,14.8,47.3,39,65
13-09-07,Jharkhand,Dhanbad,Regional Office,Residential and others,20.6,64.4,34,64
19-09-07,Jharkhand,Dhanbad,Regional Office,Residential and others,14.8,39.2,32,63
21-09-07,Jharkhand,Dhanbad,Regional Office,Residential and others,19.1,57.7,46,88
24-09-07,Jharkhand,Dhanbad,Regional Office,Residential and others,NA,NA,40,74
26-09-07,Jharkhand,Dhanbad,Regional Office,Residential and others,16.9,48.6,37,65
28-09-07,Jharkhand,Dhanbad,Regional Office,Residential and others,22.3,51.8,37,72
10/3/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,17.5,46.5,49,85
10/4/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,17.2,53.2,56,99
10/8/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,17.5,51.5,63,147
23-10-07,Jharkhand,Dhanbad,Regional Office,Residential and others,19,46.5,52,146
25-10-07,Jharkhand,Dhanbad,Regional Office,Residential and others,18.2,53.7,60,208
29-10-07,Jharkhand,Dhanbad,Regional Office,Residential and others,15.2,50.5,57,216
11/6/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,21.2,48.7,90,131
11/12/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,NA,NA,NA,NA
19-11-07,Jharkhand,Dhanbad,Regional Office,Residential and others,11.7,47.7,84,113
21-11-07,Jharkhand,Dhanbad,Regional Office,Residential and others,19.4,43.5,114,157
23-11-07,Jharkhand,Dhanbad,Regional Office,Residential and others,13.1,41,54,73
26-11-07,Jharkhand,Dhanbad,Regional Office,Residential and others,13.1,35.7,109,151
29-11-07,Jharkhand,Dhanbad,Regional Office,Residential and others,19.7,42,221,370
12/4/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,21.7,46.3,121,168
12/6/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,17.9,45.4,97,148
12/11/2007,Jharkhand,Dhanbad,Regional Office,Residential and others,19.2,45.7,211,813
13-12-07,Jharkhand,Dhanbad,Regional Office,Residential and others,24.2,51.1,206,345
17-12-07,Jharkhand,Dhanbad,Regional Office,Residential and others,NA,NA,158,205
19-12-07,Jharkhand,Dhanbad,Regional Office,Residential and others,28,66.5,156,262
26-12-07,Jharkhand,Dhanbad,Regional Office,Residential and others,25.1,58.8,209,319
28-12-07,Jharkhand,Dhanbad,Regional Office,Residential and others,14.8,42.2,139,232
1/3/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,42.9,61.1,155,268
1/5/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,43.6,57.8,164,245
1/8/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,40,54.6,168,260
1/11/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,42.1,56.8,158,262
15-01-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,37.3,52.5,174,296
18-01-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,38.7,50.9,165,265
22-01-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,36,52,166,291
25-01-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,36.9,55.8,181,306
29-01-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,36.4,49.1,167,292
2/1/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,34.8,51.4,175,305
2/6/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,41.7,53.6,181,288
2/9/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,65.6,49.2,150,295
13-02-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,36.9,54.6,151,274
15-02-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,35.3,51.8,160,269
20-02-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,42.1,54.7,164,287
23-02-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,41.5,59.5,166,312
27-02-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,47.7,52.6,158,288
3/5/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,42.6,56.3,163,241
3/8/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,37.8,52.4,170,278
3/12/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,43.3,57.1,164,249
15-03-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,38.4,55.8,166,279
19-03-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,40.9,55.2,153,271
22-03-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,42.7,53.9,166,262
26-03-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,40.4,53.3,170,262
29-03-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,38.6,53.1,151,270
4/2/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,39.7,57.2,166,266
4/4/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,43.2,56,154,263
4/9/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,44.2,58.1,150,238
4/12/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,40.7,60,144,250
16-04-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,43,55.3,162,278
19-04-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,41.1,54.9,162,266
24-04-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,46.4,56.1,173,270
26-04-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,42.2,54.3,164,261
5/3/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,39.4,59,170,266
5/7/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,38.8,53.3,176,271
5/10/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,38.7,50.6,171,269
14-05-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,44,58.2,172,252
17-05-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,40.2,52.7,174,258
21-05-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,41.2,56.8,172,263
24-05-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,39.5,54,172,271
29-05-07,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,40.2,57.8,179,260
6/4/2007,Jharkhand,Jamshedpur,Bistupur Vehicle  TC,Industrial Areas,34.2,46.8,181,313
