Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
8,M011989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,128.4,163.9,NA,764
9,M011989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,48.9,96.3,NA,406
10,M011989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,94.5,88.2,NA,383
11,M011989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,31.8,84.7,NA,372
8,M021989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,72.4,129.5,NA,581
9,M021989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,46.4,101.5,NA,334
10,M021989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,70.9,124.2,NA,391
11,M021989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,19.2,85.7,NA,340
8,M031989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,59.5,111.1,NA,541
9,M031989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,34.6,82.2,NA,266
10,M031989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,75.9,94.3,NA,360
11,M031989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,32.6,61.9,NA,252
14,M031989,West Bengal,Haldia,CMEC,Industrial Area,4.9,29.4,NA,148
15,M031989,West Bengal,Haldia,CMEC,Industrial Area,19.8,39.5,NA,555
8,M041989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,43.1,79,NA,549
9,M041989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,17,89.7,NA,258
10,M041989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,47,79.8,NA,450
11,M041989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,18.9,95.2,NA,188
14,M041989,West Bengal,Haldia,CMEC,Industrial Area,4.2,9.9,NA,168
15,M041989,West Bengal,Haldia,CMEC,Industrial Area,8,14.4,NA,402
8,M051989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,38.7,51.1,NA,435
9,M051989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,16.3,75.9,NA,218
10,M051989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,15.1,47.7,NA,424
11,M051989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,14.2,44.6,NA,214
14,M051989,West Bengal,Haldia,CMEC,Industrial Area,0.5,13.4,NA,102
15,M051989,West Bengal,Haldia,CMEC,Industrial Area,4.6,11.9,NA,346
14,M061989,West Bengal,Haldia,CMEC,Industrial Area,4.3,0.5,NA,120
15,M061989,West Bengal,Haldia,CMEC,Industrial Area,19.1,26.8,NA,251
8,M071989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,66.8,89.7,NA,232
9,M071989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,14.2,129.9,NA,163
10,M071989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,66.8,56.9,NA,213
11,M071989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,15.5,55,NA,128
14,M121989,West Bengal,Haldia,CMEC,Industrial Area,7.5,28.4,NA,199
8,M121989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,165.1,142.2,NA,739
10,M121989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,140.2,138.7,NA,283
11,M121989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,30.7,79.8,NA,285
14,M121989,West Bengal,Haldia,CMEC,Industrial Area,7.5,28.4,NA,199
8,M121989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,165.1,142.2,NA,739
10,M121989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,140.2,138.7,NA,283
11,M121989,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,30.7,79.8,NA,285
