Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
106,January - M011997,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,7,7.2,NA,285
263,January - M011997,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",6.2,7.8,NA,272
106,February - M021997,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,6.8,5.1,NA,402
263,February - M021997,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",6.4,3.8,NA,301
106,March - M031997,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,6.9,5.5,NA,283
263,March - M031997,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",6.1,3.9,NA,310
106,April - M041997,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,7.2,5.7,NA,306
263,April - M041997,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",6.1,4.1,NA,211
106,May - M051997,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,7.9,6.4,NA,235
263,May - M051997,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",6.4,4.6,NA,232
106,June - M061997,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,6.3,5.3,NA,227
263,June - M061997,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",6.1,4,NA,155
106,July - M071997,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,6.8,4.1,NA,226
263,July - M071997,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",6,3.9,NA,230
106,August - M081997,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,6.5,3.7,NA,171
263,August - M081997,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",6.1,3.7,NA,157
106,September - M091997,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,7.9,4.7,NA,156
263,September - M091997,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",6,3.9,NA,163
106,October - M101997,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,7.5,4.1,NA,207
263,October - M101997,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",6.2,3.9,NA,163
106,November - M111997,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,6.1,3.7,NA,203
263,November - M111997,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",6.1,3.6,NA,160
106,December - M121997,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,6.8,5.3,NA,202
263,December - M121997,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",6.4,6.1,NA,163
