Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
266,January - M011996,Maharashtra,Dombivli,MAPB,NA,50.7,30.6,NA,221
265,January - M011996,Maharashtra,Dombivli,Maharashtra State Pollution Control Board,Industrial Area,23.5,22.9,NA,253
282,January - M011996,Maharashtra,Pune,ESPU,NA,19.9,21.6,NA,118
283,January - M011996,Maharashtra,Pune,ESPU,NA,38.1,41.9,NA,212
290,January - M011996,Maharashtra,Pune,ESPU,Industrial Area,42.6,49.3,NA,230
289,January - M011996,Maharashtra,Nagpur,VRCE,"Residential, Rural and other Areas",7.5,19.6,NA,277
287,January - M011996,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",6.3,15.2,NA,215
288,January - M011996,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,6.9,19.4,NA,175
267,January - M011996,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",21.6,21.1,NA,129
214,January - M011996,Maharashtra,Chandarpur,Maharashtra Pollution Control Board,NA,17.5,27.8,NA,120
281,January - M011996,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,Industrial Area,23.8,44,NA,119
165,January - M011996,Maharashtra,Nagpur,NA,Industrial Area,6,12.1,NA,188
166,January - M011996,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,13.9,NA,221
167,January - M011996,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,13.4,NA,113
168,January - M011996,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",21.2,31.6,NA,298
170,January - M011996,Maharashtra,Bombay,NA,Industrial Area,36.1,41.7,NA,364
169,January - M011996,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",38.5,62,NA,269
265,February - M021996,Maharashtra,Dombivli,Maharashtra State Pollution Control Board,Industrial Area,24.9,27.3,NA,236
266,February - M021996,Maharashtra,Dombivli,MAPB,NA,27.3,28.9,NA,191
282,February - M021996,Maharashtra,Pune,ESPU,NA,44.4,48.6,NA,215
290,February - M021996,Maharashtra,Pune,ESPU,Industrial Area,48.7,55.5,NA,264
283,February - M021996,Maharashtra,Pune,ESPU,NA,41.2,46.5,NA,202
289,February - M021996,Maharashtra,Nagpur,VRCE,"Residential, Rural and other Areas",7,36.1,NA,323
287,February - M021996,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",6.7,15.6,NA,202
288,February - M021996,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,7.9,15.3,NA,162
267,February - M021996,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8.8,18.9,NA,239
214,February - M021996,Maharashtra,Chandarpur,Maharashtra Pollution Control Board,NA,10.4,21.2,NA,167
281,February - M021996,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,Industrial Area,17.9,36.7,NA,187
165,February - M021996,Maharashtra,Nagpur,NA,Industrial Area,7.4,16.3,NA,200
166,February - M021996,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.5,15.5,NA,326
167,February - M021996,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.8,8.5,NA,141
169,February - M021996,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",58.5,85.2,NA,276
170,February - M021996,Maharashtra,Bombay,NA,Industrial Area,34,42.6,NA,368
168,February - M021996,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",19.6,24.8,NA,276
283,March - M031996,Maharashtra,Pune,ESPU,NA,38.9,42.3,NA,205
282,March - M031996,Maharashtra,Pune,ESPU,NA,41.5,45.4,NA,207
290,March - M031996,Maharashtra,Pune,ESPU,Industrial Area,53.7,56.2,NA,253
266,March - M031996,Maharashtra,Dombivli,MAPB,NA,32.2,20.6,NA,245
