Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
120,January - M012001,Meghalaya,Shillong,MEPB,NA,NA,NA,NA,59
120,February - M022001,Meghalaya,Shillong,MEPB,NA,2,11,NA,77
120,March - M032001,Meghalaya,Shillong,MEPB,NA,2,12.2,NA,81
120,April - M042001,Meghalaya,Shillong,MEPB,NA,2,9.3,NA,72
120,May - M052001,Meghalaya,Shillong,MEPB,NA,2,7,NA,48
120,June - M062001,Meghalaya,Shillong,MEPB,NA,2,5.2,NA,43
120,July - M072001,Meghalaya,Shillong,MEPB,NA,2,4.5,NA,40
120,August - M082001,Meghalaya,Shillong,MEPB,NA,2,4.5,NA,34
120,September - M092001,Meghalaya,Shillong,MEPB,NA,2,4.5,NA,39
120,October - M102001,Meghalaya,Shillong,MEPB,NA,2,4.5,NA,40
120,November - M112001,Meghalaya,Shillong,MEPB,NA,2,7.4,NA,47
120,December - M122001,Meghalaya,Shillong,MEPB,NA,2,9,NA,59
121,January - M012001,Meghalaya,Shillong,MEPB,NA,NA,NA,NA,124
121,February - M022001,Meghalaya,Shillong,MEPB,NA,10.5,15.1,NA,117
121,March - M032001,Meghalaya,Shillong,MEPB,NA,7.6,16.1,NA,122
121,April - M042001,Meghalaya,Shillong,MEPB,NA,10.2,17.4,NA,130
121,May - M052001,Meghalaya,Shillong,MEPB,NA,3.1,8.1,NA,76
121,June - M062001,Meghalaya,Shillong,MEPB,NA,2.6,6.2,NA,54
121,July - M072001,Meghalaya,Shillong,MEPB,NA,2.4,5,NA,50
121,August - M082001,Meghalaya,Shillong,MEPB,NA,2.8,4.9,NA,52
121,September - M092001,Meghalaya,Shillong,MEPB,NA,3.5,5,NA,82
121,October - M102001,Meghalaya,Shillong,MEPB,NA,4.8,7.5,NA,91
121,November - M112001,Meghalaya,Shillong,MEPB,NA,6.9,9.1,NA,131
121,December - M122001,Meghalaya,Shillong,MEPB,NA,8.7,13.6,NA,151
