Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/8/2005,Bihar,Patna,Beltron Bhawan,Residential and others,9.3,26.8,64,157
1/11/2005,Bihar,Patna,Beltron Bhawan,Residential and others,10,20.8,63,157
13-01-05,Bihar,Patna,Beltron Bhawan,Residential and others,10.7,24.3,58,155
15-01-05,Bihar,Patna,Beltron Bhawan,Residential and others,9.8,25,63,166
18-01-05,Bihar,Patna,Beltron Bhawan,Residential and others,10.2,23.5,59,154
22-01-05,Bihar,Patna,Beltron Bhawan,Residential and others,8.3,19.8,56,147
25-01-05,Bihar,Patna,Beltron Bhawan,Residential and others,7.8,20.8,55,134
2/8/2005,Bihar,Patna,Beltron Bhawan,Residential and others,10,32,55,146
2/10/2005,Bihar,Patna,Beltron Bhawan,Residential and others,14.5,41.1,90,195
2/12/2005,Bihar,Patna,Beltron Bhawan,Residential and others,11.8,16.1,71,132
15-02-05,Bihar,Patna,Beltron Bhawan,Residential and others,28.8,56.7,72,188
19-02-05,Bihar,Patna,Beltron Bhawan,Residential and others,18.5,21.5,178,251
25-02-05,Bihar,Patna,Beltron Bhawan,Residential and others,8.6,20.4,76,174
26-02-05,Bihar,Patna,Beltron Bhawan,Residential and others,9.4,17,65,160
3/2/2005,Bihar,Patna,Beltron Bhawan,Residential and others,11.7,24.9,53,186
3/3/2005,Bihar,Patna,Beltron Bhawan,Residential and others,9.9,26.3,99,265
3/5/2005,Bihar,Patna,Beltron Bhawan,Residential and others,12.9,18.4,55,150
3/10/2005,Bihar,Patna,Beltron Bhawan,Residential and others,12.4,30,61,161
3/12/2005,Bihar,Patna,Beltron Bhawan,Residential and others,11.6,22.8,70,171
15-03-05,Bihar,Patna,Beltron Bhawan,Residential and others,14.8,22.8,79,216
16-03-05,Bihar,Patna,Beltron Bhawan,Residential and others,22,33,98,155
5/3/2005,Bihar,Patna,Beltron Bhawan,Residential and others,11.2,NA,70,165
5/4/2005,Bihar,Patna,Beltron Bhawan,Residential and others,11.5,NA,53,126
5/5/2005,Bihar,Patna,Beltron Bhawan,Residential and others,17.1,NA,52,137
5/6/2005,Bihar,Patna,Beltron Bhawan,Residential and others,14.8,NA,53,170
5/7/2005,Bihar,Patna,Beltron Bhawan,Residential and others,11.4,NA,52,148
