Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
65,January - M012000,Madhya Pradesh,Bhilai,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",29.2,32,NA,128
67,January - M012000,Madhya Pradesh,Bhilai,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",2.4,30,NA,87
82,January - M012000,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,Industrial Area,51.9,26.2,NA,63
84,January - M012000,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",21.6,51.1,NA,91
122,January - M012000,Madhya Pradesh,Bhopal,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",25.9,31.1,NA,332
123,January - M012000,Madhya Pradesh,Bhopal,Madhya Pradesh  Pollution Control Board,Industrial Area,24,29.8,NA,334
127,January - M012000,Madhya Pradesh,Indore,Madhya Pradesh  Pollution Control Board,Industrial Area,30.1,25.7,NA,391
128,January - M012000,Madhya Pradesh,Indore,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",28.2,22.9,NA,346
129,January - M012000,Madhya Pradesh,Satna,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",14.1,16.6,NA,161
130,January - M012000,Madhya Pradesh,Satna,Madhya Pradesh  Pollution Control Board,Industrial Area,17.1,17.7,NA,323
131,January - M012000,Madhya Pradesh,Indore,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",22.7,18.3,NA,248
201,January - M012000,Madhya Pradesh,Korba,Madhya Pradesh  Pollution Control Board,NA,13.7,18.9,NA,157
222,January - M012000,Madhya Pradesh,Raipur,Madhya Pradesh  Pollution Control Board,NA,13.3,36,NA,208
223,January - M012000,Madhya Pradesh,Raipur,Madhya Pradesh  Pollution Control Board,NA,10.5,36.1,NA,206
65,February - M022000,Madhya Pradesh,Bhilai,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",27.6,31.6,NA,169
67,February - M022000,Madhya Pradesh,Bhilai,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",3.1,30.5,NA,134
82,February - M022000,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,Industrial Area,55.6,28,NA,65
84,February - M022000,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",23.4,51.2,NA,108
122,February - M022000,Madhya Pradesh,Bhopal,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",22.7,27.4,NA,338
123,February - M022000,Madhya Pradesh,Bhopal,Madhya Pradesh  Pollution Control Board,Industrial Area,22.6,26.1,NA,334
127,February - M022000,Madhya Pradesh,Indore,Madhya Pradesh  Pollution Control Board,Industrial Area,29.5,22.4,NA,392
128,February - M022000,Madhya Pradesh,Indore,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",27.4,19.9,NA,294
129,February - M022000,Madhya Pradesh,Satna,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",10.5,14.9,NA,140
130,February - M022000,Madhya Pradesh,Satna,Madhya Pradesh  Pollution Control Board,Industrial Area,14.5,14.9,NA,302
131,February - M022000,Madhya Pradesh,Indore,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",20.5,14.6,NA,225
201,February - M022000,Madhya Pradesh,Korba,Madhya Pradesh  Pollution Control Board,NA,13.3,18.7,NA,144
222,February - M022000,Madhya Pradesh,Raipur,Madhya Pradesh  Pollution Control Board,NA,10.7,34.2,NA,150
223,February - M022000,Madhya Pradesh,Raipur,Madhya Pradesh  Pollution Control Board,NA,9.4,36.7,NA,123
65,March - M032000,Madhya Pradesh,Bhilai,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",27.7,33.2,NA,95
67,March - M032000,Madhya Pradesh,Bhilai,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",3.2,31.3,NA,67
82,March - M032000,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,Industrial Area,46.2,24.6,NA,70
84,March - M032000,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",22.3,43.6,NA,120
122,March - M032000,Madhya Pradesh,Bhopal,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",22.5,27.7,NA,334
123,March - M032000,Madhya Pradesh,Bhopal,Madhya Pradesh  Pollution Control Board,Industrial Area,22.8,28.8,NA,358
127,March - M032000,Madhya Pradesh,Indore,Madhya Pradesh  Pollution Control Board,Industrial Area,28.4,21.1,NA,382
128,March - M032000,Madhya Pradesh,Indore,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",27,19.4,NA,298
129,March - M032000,Madhya Pradesh,Satna,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",9.2,10.5,NA,129
130,March - M032000,Madhya Pradesh,Satna,Madhya Pradesh  Pollution Control Board,Industrial Area,10.7,13.7,NA,197
131,March - M032000,Madhya Pradesh,Indore,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",18.8,13.4,NA,227
201,March - M032000,Madhya Pradesh,Korba,Madhya Pradesh  Pollution Control Board,NA,14.1,18.1,NA,65
222,March - M032000,Madhya Pradesh,Raipur,Madhya Pradesh  Pollution Control Board,NA,12.1,35.7,NA,199
223,March - M032000,Madhya Pradesh,Raipur,Madhya Pradesh  Pollution Control Board,NA,9.7,35.1,NA,196
65,April - M042000,Madhya Pradesh,Bhilai,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",27.3,32.6,NA,96
67,April - M042000,Madhya Pradesh,Bhilai,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",3.3,31.3,NA,93
