Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/2/2006,Kerala,Kochi,Eloor,Industrial Areas,12.3,10.3,93,133
1/5/2006,Kerala,Kochi,Eloor,Industrial Areas,5.6,28.3,101,161
1/9/2006,Kerala,Kochi,Eloor,Industrial Areas,59.4,12.7,96,141
1/12/2006,Kerala,Kochi,Eloor,Industrial Areas,5.8,NA,73,110
16/1/2006,Kerala,Kochi,Eloor,Industrial Areas,92.4,17.5,60,108
19/1/2006,Kerala,Kochi,Eloor,Industrial Areas,47.8,11.1,83,124
23/1/2006,Kerala,Kochi,Eloor,Industrial Areas,50.8,26.3,78,118
26/1/2006,Kerala,Kochi,Eloor,Industrial Areas,21.6,30.8,90,140
30/1/2006,Kerala,Kochi,Eloor,Industrial Areas,52.3,NA,67,121
2/2/2006,Kerala,Kochi,Eloor,Industrial Areas,12.6,15.7,24,85
2/6/2006,Kerala,Kochi,Eloor,Industrial Areas,11.6,12.5,26,59
2/9/2006,Kerala,Kochi,Eloor,Industrial Areas,NA,19.2,23,71
13/2/2006,Kerala,Kochi,Eloor,Industrial Areas,4,12.5,52,89
16/2/2006,Kerala,Kochi,Eloor,Industrial Areas,43.9,11.8,33,109
20/2/2006,Kerala,Kochi,Eloor,Industrial Areas,14.9,8.7,23,58
22/2/2006,Kerala,Kochi,Eloor,Industrial Areas,87.2,8.5,35,154
24/2/2006,Kerala,Kochi,Eloor,Industrial Areas,12.2,9.4,32,75
27/2/2006,Kerala,Kochi,Eloor,Industrial Areas,40.6,7.8,38,72
3/2/2006,Kerala,Kochi,Eloor,Industrial Areas,13.2,NA,41,73
3/6/2006,Kerala,Kochi,Eloor,Industrial Areas,7.8,NA,49,96
13/3/2006,Kerala,Kochi,Eloor,Industrial Areas,5.7,NA,30,117
16/3/2006,Kerala,Kochi,Eloor,Industrial Areas,24.1,NA,60,115
20/3/2006,Kerala,Kochi,Eloor,Industrial Areas,10.6,5.6,54,112
23/3/2006,Kerala,Kochi,Eloor,Industrial Areas,24.1,11.3,56,122
27/3/2006,Kerala,Kochi,Eloor,Industrial Areas,9.8,NA,41,107
30/3/2006,Kerala,Kochi,Eloor,Industrial Areas,3.4,NA,45,108
4/3/2006,Kerala,Kochi,Eloor,Industrial Areas,83,24.9,359,396
4/6/2006,Kerala,Kochi,Eloor,Industrial Areas,47.7,5.6,50,97
4/10/2006,Kerala,Kochi,Eloor,Industrial Areas,74.7,12.1,87,106
17/4/2006,Kerala,Kochi,Eloor,Industrial Areas,28.6,13.2,37,75
19/4/2006,Kerala,Kochi,Eloor,Industrial Areas,3.1,15.8,97,121
21/4/2006,Kerala,Kochi,Eloor,Industrial Areas,32.3,13.5,458,513
24/4/2006,Kerala,Kochi,Eloor,Industrial Areas,3.1,22.1,332,366
26/4/2006,Kerala,Kochi,Eloor,Industrial Areas,32.3,13.5,76,214
28/4/2006,Kerala,Kochi,Eloor,Industrial Areas,50,20.4,87,125
5/1/2006,Kerala,Kochi,Eloor,Industrial Areas,NA,NA,37,81
5/4/2006,Kerala,Kochi,Eloor,Industrial Areas,25.3,19.5,49,65
5/8/2006,Kerala,Kochi,Eloor,Industrial Areas,2.5,104.6,36,73
5/11/2006,Kerala,Kochi,Eloor,Industrial Areas,NA,NA,205,309
15/5/2006,Kerala,Kochi,Eloor,Industrial Areas,16,5.3,37,89
18/5/2006,Kerala,Kochi,Eloor,Industrial Areas,NA,NA,55,94
22/5/2006,Kerala,Kochi,Eloor,Industrial Areas,19.2,5.3,81,125
25/5/2006,Kerala,Kochi,Eloor,Industrial Areas,41.8,17.1,155,229
29/5/2006,Kerala,Kochi,Eloor,Industrial Areas,NA,NA,42,92
6/1/2006,Kerala,Kochi,Eloor,Industrial Areas,35.5,13,53,106
6/5/2006,Kerala,Kochi,Eloor,Industrial Areas,120.6,22.9,68,110
6/8/2006,Kerala,Kochi,Eloor,Industrial Areas,126.9,6.9,74,120
6/12/2006,Kerala,Kochi,Eloor,Industrial Areas,43.4,17.1,63,104
15/6/2006,Kerala,Kochi,Eloor,Industrial Areas,12.1,NA,73,122
19/6/2006,Kerala,Kochi,Eloor,Industrial Areas,40.4,NA,60,99
22/6/2006,Kerala,Kochi,Eloor,Industrial Areas,53.4,10.4,74,107
26/6/2006,Kerala,Kochi,Eloor,Industrial Areas,103.2,NA,68,109
29/6/2006,Kerala,Kochi,Eloor,Industrial Areas,4.5,15,64,109
7/4/2006,Kerala,Kochi,Eloor,Industrial Areas,70,11.5,73,153
7/6/2006,Kerala,Kochi,Eloor,Industrial Areas,84.6,14.9,68,136
7/10/2006,Kerala,Kochi,Eloor,Industrial Areas,3.9,10.4,59,128
13/7/2006,Kerala,Kochi,Eloor,Industrial Areas,33.3,NA,72,118
17/7/2006,Kerala,Kochi,Eloor,Industrial Areas,33.3,6.7,86,139
20/7/2006,Kerala,Kochi,Eloor,Industrial Areas,11.2,NA,68,140
24/7/2006,Kerala,Kochi,Eloor,Industrial Areas,61.2,8,70,145
27/7/2006,Kerala,Kochi,Eloor,Industrial Areas,60.5,NA,57,117
31/7/2006,Kerala,Kochi,Eloor,Industrial Areas,52,8.6,68,134
8/3/2006,Kerala,Kochi,Eloor,Industrial Areas,45.7,11.7,119,167
8/7/2006,Kerala,Kochi,Eloor,Industrial Areas,42.2,6.7,82,135
8/10/2006,Kerala,Kochi,Eloor,Industrial Areas,55.2,7.9,74,130
15/8/2006,Kerala,Kochi,Eloor,Industrial Areas,45.7,26.8,69,121
17/8/2006,Kerala,Kochi,Eloor,Industrial Areas,47.8,12.5,74,128
21/8/2006,Kerala,Kochi,Eloor,Industrial Areas,29.1,15.8,52,106
24/8/2006,Kerala,Kochi,Eloor,Industrial Areas,36,7.3,78,113
28/8/2006,Kerala,Kochi,Eloor,Industrial Areas,26.4,9.7,88,151
31/8/2006,Kerala,Kochi,Eloor,Industrial Areas,44,16.5,79,121
9/7/2006,Kerala,Kochi,Eloor,Industrial Areas,13.3,9.8,19,44
9/11/2006,Kerala,Kochi,Eloor,Industrial Areas,20.1,34.6,32,78
13/9/2006,Kerala,Kochi,Eloor,Industrial Areas,22.3,9.8,23,57
15/9/2006,Kerala,Kochi,Eloor,Industrial Areas,20.4,8.5,434,465
18/9/2006,Kerala,Kochi,Eloor,Industrial Areas,7.1,12.7,20,67
21/9/2006,Kerala,Kochi,Eloor,Industrial Areas,4.6,13.2,21,47
25/9/2006,Kerala,Kochi,Eloor,Industrial Areas,6.1,12,112,246
27/9/2006,Kerala,Kochi,Eloor,Industrial Areas,NA,10.7,20,55
29/9/2006,Kerala,Kochi,Eloor,Industrial Areas,108.1,11.2,51,143
10/2/2006,Kerala,Kochi,Eloor,Industrial Areas,5.9,NA,33,88
10/5/2006,Kerala,Kochi,Eloor,Industrial Areas,7.7,5.6,63,143
10/9/2006,Kerala,Kochi,Eloor,Industrial Areas,2.4,6.4,32,90
10/12/2006,Kerala,Kochi,Eloor,Industrial Areas,NA,6.3,64,107
16/10/2006,Kerala,Kochi,Eloor,Industrial Areas,9.8,5.9,48,84
