Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
106,January - M011996,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,9.8,33.2,NA,219
263,January - M011996,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",4.1,24,NA,133
263,February - M021996,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",5.4,26.7,NA,134
106,February - M021996,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,9.9,31.6,NA,224
106,March - M031996,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,11.3,32.8,NA,228
263,March - M031996,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",5.9,25,NA,130
263,April - M041996,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",9,31.4,NA,142
106,April - M041996,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,11.6,33.1,NA,228
106,May - M051996,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,10.3,33.2,NA,222
263,May - M051996,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",5.2,24.5,NA,134
263,June - M061996,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",4.5,24.7,NA,132
106,June - M061996,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,10.4,33.4,NA,220
263,July - M071996,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",7.7,8,NA,137
106,July - M071996,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,7,12.7,NA,133
106,August - M081996,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,5.1,4.7,NA,139
263,August - M081996,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",8.2,5.1,NA,129
106,September - M091996,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,4.1,6.8,NA,187
263,September - M091996,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",4.3,5.4,NA,96
106,October - M101996,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,5.3,7.5,NA,257
263,October - M101996,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",4,6.7,NA,156
106,November - M111996,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,4.6,8.3,NA,192
263,November - M111996,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",3.8,6.7,NA,112
106,December - M121996,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,7.6,9.8,NA,300
263,December - M121996,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",7.5,6.2,NA,227
