Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/3/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,18.7,24.3,158,215
1/6/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,18.9,25.6,137,183
1/10/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,18.9,24.4,147,216
1/12/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,17.6,24.2,165,258
20-01-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,17.1,24.8,108,175
22-01-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,NA,NA,134,324
3/3/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,NA,NA,157,334
3/7/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,NA,NA,107,418
3/10/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,NA,NA,152,411
14-03-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,NA,NA,116,422
17-03-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,NA,NA,120,405
21-03-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,NA,NA,55,406
28-03-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,20.2,25.5,178,385
31-03-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,21.8,25.7,134,381
4/5/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,21.9,26.8,136,415
4/8/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.6,27.3,358,NA
4/11/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.9,26.7,211,603
15-04-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,22.2,25.6,262,910
19-04-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,27,22.3,293,786
21-04-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,30.3,28.8,215,667
25-04-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,26,24.6,153,359
28-04-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,17.6,26.1,254,665
5/3/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,18.2,22,77,304
5/6/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,22,23.7,154,472
5/10/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,23.5,28.6,150,443
13-05-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,19.6,29.7,121,531
16-05-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.2,28.2,164,492
19-05-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.1,26.7,126,321
24-05-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,19.6,29.6,90,242
27-05-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,19.9,29.6,122,377
6/3/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,18.9,25.8,149,335
6/7/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,19.1,35.8,190,469
6/9/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,16.7,23.6,102,290
13-06-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,15.1,18.8,145,432
16-06-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,17,21.1,176,420
20-06-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,22,24.5,176,389
24-06-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,19.8,24,87,301
27-06-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.1,27,152,331
7/12/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.3,27.8,221,460
16-07-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,NA,NA,143,301
19-07-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,20.9,26,75,196
22-07-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,22,24.8,179,320
26-07-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,NA,NA,44,114
8/8/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,20.6,22,108,296
8/11/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,21.5,23.7,147,335
20-08-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,20,25.9,131,287
23-08-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.8,28,171,369
26-08-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,21.7,28.8,136,308
29-08-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,23.8,26.1,130,284
9/1/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.7,29.7,112,249
9/5/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.1,25.3,98,275
9/12/2005,Uttaranchal,Dehradun,Clock Tower,Residential and others,18.6,25.1,145,346
19-12-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,20.7,23.9,117,292
21-12-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,23.5,25.3,125,237
24-12-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,21.9,26.1,351,601
26-12-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,21.3,27.2,188,395
28-12-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,20.5,23.6,151,334
31-12-05,Uttaranchal,Dehradun,Clock Tower,Residential and others,21.4,25.1,163,340
