Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
249,January - M012000,Chhattisgarh,Korba,Chattisgarh Environment Conservation Board,"Residential, Rural and other Areas",14.3,17.9,NA,68
249,February - M022000,Chhattisgarh,Korba,Chattisgarh Environment Conservation Board,"Residential, Rural and other Areas",14.6,18.1,NA,56
249,March - M032000,Chhattisgarh,Korba,Chattisgarh Environment Conservation Board,"Residential, Rural and other Areas",14.6,19.2,NA,138
249,April - M042000,Chhattisgarh,Korba,Chattisgarh Environment Conservation Board,"Residential, Rural and other Areas",14.9,18.9,NA,74
249,May - M052000,Chhattisgarh,Korba,Chattisgarh Environment Conservation Board,"Residential, Rural and other Areas",14.1,18.4,NA,65
249,June - M062000,Chhattisgarh,Korba,Chattisgarh Environment Conservation Board,"Residential, Rural and other Areas",13,18.3,NA,51
249,July - M072000,Chhattisgarh,Korba,Chattisgarh Environment Conservation Board,"Residential, Rural and other Areas",12.4,16.3,NA,41
249,August - M082000,Chhattisgarh,Korba,Chattisgarh Environment Conservation Board,"Residential, Rural and other Areas",12.7,17.1,NA,58
249,September - M092000,Chhattisgarh,Korba,Chattisgarh Environment Conservation Board,"Residential, Rural and other Areas",13.4,17.6,NA,31
249,October - M102000,Chhattisgarh,Korba,Chattisgarh Environment Conservation Board,"Residential, Rural and other Areas",12.7,19.7,NA,58
249,November - M112000,Chhattisgarh,Korba,Chattisgarh Environment Conservation Board,"Residential, Rural and other Areas",12.9,20.4,NA,58
249,December - M122000,Chhattisgarh,Korba,Chattisgarh Environment Conservation Board,"Residential, Rural and other Areas",12.9,18.1,NA,62
