Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
115,M011989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",1.8,3.5,NA,25
116,M041989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",9.6,9.6,NA,180
114,M041989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,NA,14.2,NA,157
115,M041989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",6.2,17,NA,74
114,M051989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,13.3,13.1,NA,151
115,M051989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",18.3,11.5,NA,131
116,M051989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",12.7,10.6,NA,102
114,M061989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,4,9.4,NA,66
115,M061989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",2.8,4.4,NA,100
116,M061989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",3.3,6.7,NA,70
114,M071989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,4,4.1,NA,60
115,M071989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",2.4,3,NA,43
116,M071989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",2.2,2.3,NA,50
114,M081989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,2.4,2.8,NA,46
115,M081989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",3,3.1,NA,45
116,M081989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",4.1,3,NA,69
114,M091989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,4,4.8,NA,35
115,M091989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",4.3,7,NA,34
116,M091989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",2.5,2.4,NA,38
116,M121989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",9.3,7.1,NA,134
115,M121989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",8,10.2,NA,130
114,M121989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,8.6,14.2,NA,118
116,M121989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",9.3,7.1,NA,134
115,M121989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",8,10.2,NA,130
114,M121989,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,8.6,14.2,NA,118
