Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/4/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.7,32.3,182,279
1/11/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,25.3,29.3,158,272
14/1/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27,33,177,283
18/1/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27,32.8,192,299
21/1/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.5,33.5,189,296
25/1/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27,32.8,177,287
2/1/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.5,33.7,194,300
2/4/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.3,33.3,192,298
2/8/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.8,32.5,185,300
2/11/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,25.2,29.2,144,251
18/2/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.5,33.2,187,295
22/2/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.3,33.2,193,294
25/2/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.8,32.7,190,298
3/1/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.7,33.7,182,283
3/4/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.5,32.5,185,286
3/8/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.5,33.3,190,292
3/11/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26,31.7,183,282
18/3/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27,33,169,272
22/3/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.7,32.3,166,267
25/3/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.5,32,172,269
19/4/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,25.7,31.2,161,249
22/4/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.2,33.2,176,265
25/4/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,25.2,30.8,142,229
26/4/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,24.8,30.8,159,249
29/4/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,25.2,30.5,163,249
5/3/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,25.7,31.2,147,243
5/10/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,25.5,31,134,233
24/5/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.3,32,159,256
6/3/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,24.7,30.3,130,214
6/10/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,22.3,27.2,143,235
14/6/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,22.7,28.2,155,240
17/6/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,24.2,29.3,149,234
21/6/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,24.5,30,180,257
7/1/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,24.5,28.8,146,251
7/5/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,24.8,29.5,146,231
7/8/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,24,28.8,155,243
7/12/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,25,30.3,157,250
22/7/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,24.2,29.3,165,251
29/7/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,25.5,30.8,165,254
8/2/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,24.5,29.8,160,247
19/8/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,24.7,27.7,153,250
26/8/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,23.7,28.5,156,249
9/2/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,23.8,29.3,152,248
9/6/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,25.3,29.8,144,248
9/9/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,25.5,30.8,162,254
13/9/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,24.7,30.2,160,244
16/9/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,24.7,30.2,153,246
20/9/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26,32,156,255
23/9/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,25.7,31.3,147,236
27/9/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,24.2,29.7,162,261
30/9/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,24.3,29.5,166,264
10/4/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,24,29.3,167,260
10/7/2006,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,24,29.3,156,217
