Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/3/2005,Orissa,Angul,Industrial Estate,Industrial Areas,5.8,10.6,178,365
1/5/2005,Orissa,Angul,Industrial Estate,Industrial Areas,6.5,11.9,191,333
1/12/2005,Orissa,Angul,Industrial Estate,Industrial Areas,6.1,11.9,185,384
14-01-05,Orissa,Angul,Industrial Estate,Industrial Areas,6.2,12.4,163,343
17-01-05,Orissa,Angul,Industrial Estate,Industrial Areas,6.3,12.1,116,260
20-01-05,Orissa,Angul,Industrial Estate,Industrial Areas,6.7,11.7,164,364
25-01-05,Orissa,Angul,Industrial Estate,Industrial Areas,5.2,10.9,217,370
27-01-05,Orissa,Angul,Industrial Estate,Industrial Areas,5.3,10.6,138,278
31-01-05,Orissa,Angul,Industrial Estate,Industrial Areas,6.5,12.1,118,245
2/2/2005,Orissa,Angul,Industrial Estate,Industrial Areas,5.6,11.9,108,265
2/7/2005,Orissa,Angul,Industrial Estate,Industrial Areas,6.2,11.3,88,190
2/9/2005,Orissa,Angul,Industrial Estate,Industrial Areas,6,9.9,133,272
15-02-05,Orissa,Angul,Industrial Estate,Industrial Areas,6.7,12.3,112,233
17-02-05,Orissa,Angul,Industrial Estate,Industrial Areas,6.2,11.9,118,250
22-02-05,Orissa,Angul,Industrial Estate,Industrial Areas,6.9,12.8,116,237
24-02-05,Orissa,Angul,Industrial Estate,Industrial Areas,7.4,12.8,169,369
28-02-05,Orissa,Angul,Industrial Estate,Industrial Areas,6.9,11.7,166,333
3/2/2005,Orissa,Angul,Industrial Estate,Industrial Areas,6.3,12.6,140,280
3/11/2005,Orissa,Angul,Industrial Estate,Industrial Areas,7.5,12.6,145,248
15-03-05,Orissa,Angul,Industrial Estate,Industrial Areas,6.2,11.2,110,214
17-03-05,Orissa,Angul,Industrial Estate,Industrial Areas,6.1,11.2,111,191
19-03-05,Orissa,Angul,Industrial Estate,Industrial Areas,6,11.8,97,183
21-03-05,Orissa,Angul,Industrial Estate,Industrial Areas,5.7,11.4,114,254
23-03-05,Orissa,Angul,Industrial Estate,Industrial Areas,6.2,11.9,101,245
25-03-05,Orissa,Angul,Industrial Estate,Industrial Areas,6.5,12.6,103,231
29-03-05,Orissa,Angul,Industrial Estate,Industrial Areas,6.9,12.6,84,186
31-03-05,Orissa,Angul,Industrial Estate,Industrial Areas,5.9,11.6,70,190
4/5/2005,Orissa,Angul,Industrial Estate,Industrial Areas,5.8,11.9,55,142
4/7/2005,Orissa,Angul,Industrial Estate,Industrial Areas,6.3,12,50,138
