Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/3/2008,Uttaranchal,Dehradun,Raipur Road,Industrial Areas,19.3,21.9,98,254
1/7/2008,Uttaranchal,Dehradun,Raipur Road,Industrial Areas,18.3,20.4,88,220
5/5/2008,Uttaranchal,Dehradun,Raipur Road,Industrial Areas,20.1,21,NA,191
5/8/2008,Uttaranchal,Dehradun,Raipur Road,Industrial Areas,22.4,26.8,NA,235
5/12/2008,Uttaranchal,Dehradun,Raipur Road,Industrial Areas,22.2,21.4,NA,217
15/5/2008,Uttaranchal,Dehradun,Raipur Road,Industrial Areas,20,20.9,NA,225
19/5/2008,Uttaranchal,Dehradun,Raipur Road,Industrial Areas,16.1,18.5,NA,138
22/5/2008,Uttaranchal,Dehradun,Raipur Road,Industrial Areas,20,22.4,NA,159
6/2/2008,Uttaranchal,Dehradun,Raipur Road,Industrial Areas,22.6,23.7,NA,181
6/9/2008,Uttaranchal,Dehradun,Raipur Road,Industrial Areas,18.7,19.8,NA,163
6/12/2008,Uttaranchal,Dehradun,Raipur Road,Industrial Areas,20.2,20.7,NA,160
25/6/2008,Uttaranchal,Dehradun,Raipur Road,Industrial Areas,20.2,19.8,NA,165
28/6/2008,Uttaranchal,Dehradun,Raipur Road,Industrial Areas,21.5,21.5,NA,159
1/2/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.9,30,148,339
1/8/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,28.8,30.2,144,330
1/11/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.7,31,159,349
2/1/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.4,29.5,NA,376
2/4/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.4,26.8,NA,207
2/7/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,21.2,22.7,NA,188
13/2/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.8,26.9,NA,242
19/2/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.5,27.7,NA,354
22/2/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.3,28.6,139,381
26/2/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.6,28.5,149,365
29/2/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.5,28,139,351
3/5/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.1,29,158,372
3/10/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.9,29.4,156,377
14/3/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.1,26.5,135,318
18/3/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.6,29.2,147,336
20/3/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,60.8,28.3,155,356
25/3/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.6,28.2,154,369
28/3/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.5,28.5,145,365
4/1/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.5,28.5,137,328
4/4/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.9,28.1,99,230
4/8/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.5,27.2,98,230
15/4/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.6,28.4,122,298
17/4/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.3,27.9,105,264
23/4/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,28,29.9,115,299
26/4/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,28.1,27.7,130,314
29/4/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.9,28,123,305
5/6/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,28.9,28.8,112,230
5/9/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,28.3,29.3,127,322
13/5/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.3,27.5,129,293
16/5/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,28.8,31,155,360
21/5/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.4,27.9,102,229
22/5/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.5,28,112,235
24/5/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.5,28,112,235
6/3/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,26,27.1,98,231
6/6/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.1,30.1,134,296
6/10/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,24,26,93,239
20/6/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.9,26.9,96,183
26/6/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.8,26.7,101,219
30/6/2008,Uttaranchal,Dehradun,Clock Tower,Residential and others,23.2,23.2,73,147
