Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/3/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27,32.8,162,288
1/7/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.7,33.7,165,292
1/10/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.5,32.5,162,289
14/1/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.3,33.3,164,292
17/1/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.3,32,166,295
21/1/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.3,33.2,163,289
24/1/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.8,32.7,166,292
28/1/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.2,31.8,161,285
31/1/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.8,32.8,164,292
2/4/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.3,32.2,167,296
2/7/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.8,32.7,169,288
2/11/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.5,33.7,199,293
14/2/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.5,32.2,161,286
18/2/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.5,33.5,163,287
21/2/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.8,33.8,165,292
28/2/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.8,33.7,165,291
3/4/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.8,32.7,161,287
3/7/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.7,33.7,165,293
14/3/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.3,32.5,161,287
18/3/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,29.3,33.3,164,284
21/3/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.5,32.3,163,290
25/3/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26,31.7,164,288
28/3/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.7,33.5,161,284
4/1/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.7,32.7,152,266
4/4/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,25.7,31.3,155,271
4/8/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,25.8,31.5,152,266
4/11/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.5,33.5,155,269
15/4/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.8,32.7,155,271
18/4/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.8,33.8,157,277
22/4/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.5,32.3,160,178
25/4/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27,33,158,278
29/4/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,23.3,28.7,153,269
5/1/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.7,32.7,152,266
5/2/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26,32,147,261
5/6/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.7,32.8,151,269
13/5/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.3,32,149,231
16/5/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,27.5,33.8,146,259
20/5/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.3,32,148,267
23/5/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,25.8,31.5,145,264
27/5/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.5,32.7,148,270
30/5/2009,Chhattisgarh,Bhilai Nagar,M.P.L.U. Nigam,Industrial Areas,26.7,31.8,146,267
