Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
68,January - M011999,Orissa,Talcher,Orissa Pollution Control Board,Industrial Area,7,8.8,NA,172
70,January - M011999,Orissa,Angul,Orissa Pollution Control Board,"Residential, Rural and other Areas",7.9,5.6,NA,244
226,January - M011999,Orissa,Rourkela,Orissa Pollution Control Board,NA,23,11.1,NA,263
227,January - M011999,Orissa,Rourkela,Orissa Pollution Control Board,NA,18.1,8.7,NA,243
228,January - M011999,Orissa,Rourkela,Orissa Pollution Control Board,NA,10.9,26,NA,133
229,January - M011999,Orissa,Rourkela,Orissa Pollution Control Board,NA,12.4,16.9,NA,136
231,January - M011999,Orissa,Nalco,Orissa Pollution Control Board,NA,3.7,5.7,NA,106
68,February - M021999,Orissa,Talcher,Orissa Pollution Control Board,Industrial Area,7.4,12.6,NA,226
70,February - M021999,Orissa,Angul,Orissa Pollution Control Board,"Residential, Rural and other Areas",11.7,4.5,NA,267
226,February - M021999,Orissa,Rourkela,Orissa Pollution Control Board,NA,18.7,15.1,NA,246
227,February - M021999,Orissa,Rourkela,Orissa Pollution Control Board,NA,27.9,15.7,NA,226
228,February - M021999,Orissa,Rourkela,Orissa Pollution Control Board,NA,11.5,16.5,NA,128
229,February - M021999,Orissa,Rourkela,Orissa Pollution Control Board,NA,10.8,19.2,NA,118
231,February - M021999,Orissa,Nalco,Orissa Pollution Control Board,NA,2.2,3.9,NA,128
68,March - M031999,Orissa,Talcher,Orissa Pollution Control Board,Industrial Area,5.8,12.7,NA,201
70,March - M031999,Orissa,Angul,Orissa Pollution Control Board,"Residential, Rural and other Areas",13,4,NA,349
226,March - M031999,Orissa,Rourkela,Orissa Pollution Control Board,NA,25.6,18.9,NA,320
227,March - M031999,Orissa,Rourkela,Orissa Pollution Control Board,NA,23.2,19.5,NA,260
228,March - M031999,Orissa,Rourkela,Orissa Pollution Control Board,NA,9.6,20.5,NA,115
229,March - M031999,Orissa,Rourkela,Orissa Pollution Control Board,NA,15.2,20.7,NA,158
231,March - M031999,Orissa,Nalco,Orissa Pollution Control Board,NA,4.3,9,NA,146
68,April - M041999,Orissa,Talcher,Orissa Pollution Control Board,Industrial Area,4.9,12.3,NA,182
70,April - M041999,Orissa,Angul,Orissa Pollution Control Board,"Residential, Rural and other Areas",8.4,4.2,NA,278
226,April - M041999,Orissa,Rourkela,Orissa Pollution Control Board,NA,28.1,17.7,NA,314
227,April - M041999,Orissa,Rourkela,Orissa Pollution Control Board,NA,18,22.4,NA,204
228,April - M041999,Orissa,Rourkela,Orissa Pollution Control Board,NA,14.8,20.2,NA,179
229,April - M041999,Orissa,Rourkela,Orissa Pollution Control Board,NA,12.3,28.6,NA,180
231,April - M041999,Orissa,Nalco,Orissa Pollution Control Board,NA,2.7,6.1,NA,134
68,May - M051999,Orissa,Talcher,Orissa Pollution Control Board,Industrial Area,4.5,12.7,NA,148
70,May - M051999,Orissa,Angul,Orissa Pollution Control Board,"Residential, Rural and other Areas",7.3,5,NA,192
226,May - M051999,Orissa,Rourkela,Orissa Pollution Control Board,NA,26.9,17.2,NA,197
