Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
71,M011989,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,63.6,32.5,NA,92
72,M011989,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,9.8,21.6,NA,128
73,M011989,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",NA,19,NA,NA
74,M011989,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",32.7,36,NA,167
75,M011989,Tamil Nadu,Turicorin,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",2.8,12.8,NA,43
38,M011989,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,51.2,28.5,NA,158
75,M021989,Tamil Nadu,Turicorin,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",11.5,11.4,NA,34
71,M031989,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,24.7,32.2,NA,107
72,M031989,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,7.8,19.6,NA,160
73,M031989,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",5.9,25.8,NA,193
74,M031989,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",7.5,18.9,NA,127
75,M031989,Tamil Nadu,Turicorin,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",28.8,12.9,NA,44
38,M031989,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,28.2,24.8,NA,235
71,M041989,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,36.4,25.6,NA,142
72,M041989,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,6.1,21.8,NA,183
73,M041989,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",9.6,20,NA,167
74,M041989,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",6.8,14.9,NA,131
75,M041989,Tamil Nadu,Turicorin,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",10.3,7.6,NA,44
