Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
214,January - M012000,Maharashtra,Chandarpur,Maharashtra Pollution Control Board,NA,12.1,24.5,NA,150
259,January - M012000,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",42,17.1,NA,252
265,January - M012000,Maharashtra,Dombivli,Maharashtra State Pollution Control Board,Industrial Area,33.9,73.8,NA,NA
266,January - M012000,Maharashtra,Dombivli,MAPB,NA,48.3,71.7,NA,NA
267,January - M012000,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",23.4,48.3,NA,126
269,January - M012000,Maharashtra,Nashik,MAPB,Industrial Area,35.1,16.7,NA,72
280,January - M012000,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",40.8,15.9,NA,273
281,January - M012000,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,Industrial Area,28.6,53.8,NA,130
287,January - M012000,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",6.4,13.2,NA,192
288,January - M012000,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,6.2,13.5,NA,176
289,January - M012000,Maharashtra,Nagpur,VRCE,"Residential, Rural and other Areas",6.7,16.4,NA,167
290,January - M012000,Maharashtra,Pune,ESPU,Industrial Area,46.5,70.3,NA,216
299,January - M012000,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,21.4,47.2,NA,340
300,January - M012000,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",20.4,51,NA,327
303,January - M012000,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",11.7,9.7,NA,NA
304,January - M012000,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",13.9,16.2,NA,NA
305,January - M012000,Maharashtra,Thane,Thane Municipal Corporation,Industrial Area,17.1,19.4,NA,NA
312,January - M012000,Maharashtra,Pune,University of Pune,Industrial Area,37.1,53.4,NA,153
313,January - M012000,Maharashtra,Pune,Maharashtra Pollution Control Board,NA,47.6,68.6,NA,240
165,January - M012000,Maharashtra,Nagpur,NA,Industrial Area,10.2,29.6,NA,170
166,January - M012000,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",16.7,59.7,NA,328
167,January - M012000,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,35.3,NA,199
168,January - M012000,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",13.7,42.9,NA,356
169,January - M012000,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",12.2,54.3,NA,355
170,January - M012000,Maharashtra,Bombay,NA,Industrial Area,20,51.5,NA,397
214,February - M022000,Maharashtra,Chandarpur,Maharashtra Pollution Control Board,NA,11.2,24.7,NA,151
259,February - M022000,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",41.7,16.1,NA,268
265,February - M022000,Maharashtra,Dombivli,Maharashtra State Pollution Control Board,Industrial Area,42.1,92.9,NA,NA
266,February - M022000,Maharashtra,Dombivli,MAPB,NA,39.5,97.6,NA,NA
267,February - M022000,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",26.2,49.7,NA,127
269,February - M022000,Maharashtra,Nashik,MAPB,Industrial Area,35.7,19.5,NA,37
280,February - M022000,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",40.7,18.1,NA,76
281,February - M022000,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,Industrial Area,29.6,52.1,NA,129
287,February - M022000,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",6.7,14.7,NA,171
288,February - M022000,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,5.5,14.8,NA,141
289,February - M022000,Maharashtra,Nagpur,VRCE,"Residential, Rural and other Areas",7.4,15.7,NA,139
290,February - M022000,Maharashtra,Pune,ESPU,Industrial Area,44.9,62.1,NA,153
299,February - M022000,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,19.3,49.3,NA,322
300,February - M022000,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",18.4,47.9,NA,332
303,February - M022000,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",10.8,14.6,NA,NA
304,February - M022000,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",11.3,15.6,NA,NA
305,February - M022000,Maharashtra,Thane,Thane Municipal Corporation,Industrial Area,17.6,24.7,NA,NA
312,February - M022000,Maharashtra,Pune,University of Pune,Industrial Area,36.5,48.8,NA,133
313,February - M022000,Maharashtra,Pune,Maharashtra Pollution Control Board,NA,44.3,65.6,NA,200
165,February - M022000,Maharashtra,Nagpur,NA,Industrial Area,7.8,14.8,NA,209
166,February - M022000,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,38.3,NA,225
167,February - M022000,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",7.3,26.6,NA,164
168,February - M022000,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",10.2,31.5,NA,243
169,February - M022000,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",8.4,61.2,NA,344
170,February - M022000,Maharashtra,Bombay,NA,Industrial Area,17.7,49.5,NA,411
214,March - M032000,Maharashtra,Chandarpur,Maharashtra Pollution Control Board,NA,14.7,26.1,NA,149
259,March - M032000,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",34.1,12.8,NA,148
265,March - M032000,Maharashtra,Dombivli,Maharashtra State Pollution Control Board,Industrial Area,57.2,80.3,NA,NA
266,March - M032000,Maharashtra,Dombivli,MAPB,NA,50.7,76,NA,NA
267,March - M032000,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",28.5,50.6,NA,126
269,March - M032000,Maharashtra,Nashik,MAPB,Industrial Area,30.3,11.3,NA,46
280,March - M032000,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",35.4,17.1,NA,60
281,March - M032000,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,Industrial Area,31.8,52.3,NA,129
287,March - M032000,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",6.4,14.4,NA,121
288,March - M032000,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,6.5,14.3,NA,117
289,March - M032000,Maharashtra,Nagpur,VRCE,"Residential, Rural and other Areas",7.1,15.4,NA,129
290,March - M032000,Maharashtra,Pune,ESPU,Industrial Area,40.8,61,NA,140
299,March - M032000,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,18.2,46.1,NA,340
300,March - M032000,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",18.6,48.8,NA,332
