Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/5/2006,Nagaland,Dimapur,Bank Colony,Residential and others,2.4,12.1,119,252
1/7/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,15.8,111,209
1/10/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12.7,101,197
14/01/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,8.9,91,195
18/01/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,10.2,98,156
20/01/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,7.8,117,152
24/01/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,13.6,80,146
26/01/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12.4,107,196
31/01/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,7.8,131,194
2/2/2006,Nagaland,Dimapur,Bank Colony,Residential and others,2.3,12.4,93,144
2/7/2006,Nagaland,Dimapur,Bank Colony,Residential and others,2.5,13.2,83,160
2/9/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,15.3,130,196
13/02/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12.7,106,206
17/02/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,8.4,95,177
21/02/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,5.7,59,113
23/02/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,10.5,27,48
28/02/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,13,83,173
3/2/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,16.5,71,124
3/6/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12.1,66,112
3/9/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,15.8,114,173
14/03/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12.6,105,147
17/03/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,18,76,107
22/03/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,19.4,115,183
25/03/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,14.7,82,151
28/03/2006,Nagaland,Dimapur,Bank Colony,Residential and others,2.4,18.6,152,190
30/03/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,20.4,120,194
4/1/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12.6,84,129
4/4/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,20.3,33,74
4/6/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,15.9,47,113
4/9/2006,Nagaland,Dimapur,Bank Colony,Residential and others,2.4,16.1,50,79
18/04/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,17.8,76,132
21/04/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,20.3,92,158
25/04/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,21.1,61,152
27/04/2006,Nagaland,Dimapur,Bank Colony,Residential and others,NA,17.6,34,86
