Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
11,January - M011990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,NA,NA,NA,173
10,January - M011990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,NA,NA,NA,364
8,January - M011990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,NA,NA,NA,602
14,January - M011990,West Bengal,Haldia,CMEC,Industrial Area,NA,NA,NA,213
15,February - M021990,West Bengal,Haldia,CMEC,Industrial Area,19.9,55.4,NA,169
14,February - M021990,West Bengal,Haldia,CMEC,Industrial Area,8.4,28.5,NA,146
11,February - M021990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,35.2,59.7,NA,256
10,February - M021990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,94.2,71.7,NA,322
9,February - M021990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,29,52.7,NA,257
8,February - M021990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,96.5,77.1,NA,532
11,March - M031990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,33.6,40.7,NA,283
10,March - M031990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,60.8,87.7,NA,263
9,March - M031990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,23.2,42.9,NA,258
8,March - M031990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,64.8,68.1,NA,652
15,April - M041990,West Bengal,Haldia,CMEC,Industrial Area,22.4,57.6,NA,164
14,April - M041990,West Bengal,Haldia,CMEC,Industrial Area,18.1,35.6,NA,167
11,April - M041990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,12.7,40.4,NA,400
10,April - M041990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,43.3,63.4,NA,289
9,April - M041990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,12,31.6,NA,334
8,April - M041990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,33.7,60.6,NA,662
164,April - M041990,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",14.7,16.2,NA,109
163,April - M041990,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",22,43.4,NA,372
162,April - M041990,West Bengal,Calcutta,NA,Industrial Area,24.1,26.7,NA,523
15,May - M051990,West Bengal,Haldia,CMEC,Industrial Area,27,78,NA,133
14,May - M051990,West Bengal,Haldia,CMEC,Industrial Area,10.6,35.7,NA,155
11,May - M051990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,8.6,45.8,NA,643
10,May - M051990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,46.5,70.6,NA,294
9,May - M051990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,14.6,37.2,NA,675
8,May - M051990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,46.2,69.5,NA,454
164,May - M051990,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",14.5,24.4,NA,255
163,May - M051990,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",52.5,50.8,NA,400
11,June - M061990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,7.7,44.7,NA,641
10,June - M061990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,64.3,81.1,NA,246
9,June - M061990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,9.3,52.3,NA,358
8,June - M061990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,41.4,63.1,NA,392
164,June - M061990,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",16.8,14.3,NA,135
163,June - M061990,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",26,43.5,NA,239
162,June - M061990,West Bengal,Calcutta,NA,Industrial Area,25.9,21.8,NA,275
164,July - M071990,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",19.7,22.4,NA,113
163,July - M071990,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",36.1,37.3,NA,136
162,July - M071990,West Bengal,Calcutta,NA,Industrial Area,34.2,35.6,NA,322
9,July - M071990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,13.8,61.7,NA,370
8,July - M071990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,74.5,72.6,NA,411
11,July - M071990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,13.1,45.4,NA,219
10,July - M071990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,64.3,88.3,NA,263
10,August - M081990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,62.5,80,NA,229
9,August - M081990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,16.3,50.7,NA,149
8,August - M081990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,45.6,61,NA,291
11,August - M081990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,14,41.1,NA,330
164,August - M081990,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",24.1,17.8,NA,115
162,August - M081990,West Bengal,Calcutta,NA,Industrial Area,36,22.6,NA,224
163,August - M081990,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",37,37.2,NA,218
10,September - M091990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,52,75.4,NA,195
9,September - M091990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,15,65.4,NA,132
8,September - M091990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,37.9,71.5,NA,200
11,September - M091990,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,15.2,63.2,NA,175
15,September - M091990,West Bengal,Haldia,CMEC,Industrial Area,23.9,30.9,NA,165
14,September - M091990,West Bengal,Haldia,CMEC,Industrial Area,13.9,65.8,NA,237
164,September - M091990,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",22,13.6,NA,87
162,September - M091990,West Bengal,Calcutta,NA,Industrial Area,44.6,24.9,NA,152
