Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
106,M021989,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,16.7,47.8,NA,196
107,M021989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",7,30.2,NA,194
108,M021989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",16.7,63,NA,NA
106,M031989,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,21.1,101.8,NA,229
107,M031989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",7.8,46.1,NA,123
108,M031989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",21.1,59.2,NA,219
106,M041989,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,12.5,29.8,NA,212
107,M041989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",3.3,35.1,NA,179
108,M041989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",15.5,52,NA,234
106,M051989,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,11.3,29.7,NA,318
107,M051989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",9.5,21.5,NA,259
108,M051989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",19.5,23.9,NA,381
106,M061989,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,7.7,13,NA,161
107,M061989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",3.6,25.7,NA,231
108,M061989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",6.4,26.7,NA,282
106,M071989,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,3.1,14.5,NA,153
107,M071989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",1,10.6,NA,132
108,M071989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",3.1,21.5,NA,160
106,M081989,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,3.3,11.6,NA,129
107,M081989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",0.7,7.8,NA,101
108,M081989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",1.4,18.1,NA,127
106,M091989,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,12.2,7.2,NA,180
107,M091989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",1.4,11.6,NA,115
108,M091989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",1.3,10,NA,181
108,M121989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",3,8.1,NA,158
107,M121989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",1.9,11.2,NA,135
106,M121989,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,17.3,17,NA,230
108,M121989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",3,8.1,NA,158
107,M121989,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",1.9,11.2,NA,135
106,M121989,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,17.3,17,NA,230
