Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
6/1/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,84,240
6/3/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,74,227
6/7/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,28,122
6/9/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,57,124
13-06-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,59,228
16-06-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,59,228
20-06-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,70,247
23-06-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,48,212
29-06-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,57,183
7/4/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,49,171
7/7/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,14,53
7/11/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,36,213
14-07-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,27,90
18-07-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,51,194
21-07-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,34,179
25-07-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,18,115
8/1/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,5,138
8/4/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,30,174
8/8/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,44,189
8/11/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,39,145
16-08-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,61,121
18-08-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,21,123
22-08-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,18,46
24-08-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,23,68
29-08-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,35,140
9/1/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,29,107
9/5/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,35,150
9/8/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,28,167
9/12/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,49,200
19-09-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,29,94
22-09-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,44,149
26-09-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,13,70
29-09-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,23,122
10/3/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,23,86
10/6/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,20,67
10/10/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,26,79
17-10-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,46,132
20-10-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,24,72
24-10-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,28,87
27-10-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,24,61
31-10-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,27,76
11/2/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,32,63
11/7/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,21,57
11/10/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,21,52
14-11-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,22,35
17-11-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,38,74
21-11-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,32,64
24-11-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,60,198
28-11-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,60,174
12/1/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,103,187
12/5/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,63,91
12/8/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,32,71
12/12/2005,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,40,95
15-12-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,41,101
19-12-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,40,102
31-12-05,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,78,178
6/2/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,42,179
6/7/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,27,168
6/9/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,44,116
13-06-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,41,206
16-06-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,40,169
20-06-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,29,147
23-06-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,7,86
27-06-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,17,121
28-06-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,18,79
7/4/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,15,107
7/7/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,12,67
7/11/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,25,131
14-07-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,26,115
18-07-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,13,108
21-07-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,16,82
25-07-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,22,121
8/1/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,10,94
8/4/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,16,85
8/8/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,18,74
8/11/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,26,127
16-08-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,19,116
18-08-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,19,73
22-08-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,11,35
24-08-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,24,53
29-08-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,28,162
9/1/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,28,105
9/5/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,25,140
9/8/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,19,76
9/12/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,19,134
19-09-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,16,44
22-09-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,45,85
26-09-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,22,122
29-09-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,25,92
10/3/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,20,91
10/6/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,27,116
10/10/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,16,51
17-10-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,22,91
20-10-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,33,83
24-10-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,29,81
27-10-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,31,55
31-10-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,22,86
11/2/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,37,84
11/7/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,17,30
11/10/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,13,61
14-11-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,22,44
17-11-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,37,97
21-11-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,46,109
24-11-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,23,51
28-11-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,54,93
12/1/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,36,101
12/5/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,23,55
12/8/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,45,103
12/12/2005,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,20,70
15-12-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,46,114
19-12-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,34,117
31-12-05,Mizoram,Aizawl,Khatla,Residential and others,NA,NA,83,180
6/2/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,28,37
6/7/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,32,101
6/9/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,12,30
13-06-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,21,95
16-06-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,19,67
20-06-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,14,32
23-06-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,6,36
27-06-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,8,22
28-06-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,12,47
7/4/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,8,60
7/7/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,10,52
7/11/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,6,70
14-07-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,24,61
18-07-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,14,34
21-07-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,15,41
25-07-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,11,43
8/1/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,6,103
8/4/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,7,49
8/8/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,3,6
8/11/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,9,128
16-08-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,8,30
18-08-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,6,21
22-08-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,3,11
24-08-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,17,29
29-08-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,19,100
9/1/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,15,28
9/5/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,11,29
9/8/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,9,19
9/12/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,17,66
19-09-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,9,27
22-09-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,7,35
26-09-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,5,31
29-09-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,11,73
10/3/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,11,21
10/6/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,21,47
10/10/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,16,53
17-10-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,10,38
24-10-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,27,61
27-10-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,23,52
31-10-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,19,43
11/2/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,31,65
11/7/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,24,46
11/10/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,33,58
14-11-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,19,40
17-11-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,26,35
21-11-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,58,151
24-11-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,24,49
28-11-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,39,67
12/1/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,35,56
12/5/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,19,47
12/8/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,18,40
12/12/2005,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,12,32
15-12-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,16,35
19-12-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,21,61
31-12-05,Mizoram,Aizawl,Laipuitlang,Residential and others,NA,NA,56,106
