Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
34,January - M011992,Himachal Pradesh,Shimla,Himachal Pradesh  Pollution Control Boar,Sensitive,NA,24.1,NA,65
35,January - M011992,Himachal Pradesh,Shimla,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",4,12.3,NA,234
117,January - M011992,Himachal Pradesh,Paonta Sahib,Himachal Pradesh  Pollution Control Boar,Industrial Area,NA,9.5,NA,132
118,January - M011992,Himachal Pradesh,Paonta Sahib,Himachal Pradesh  Pollution Control Boar,Industrial Area,NA,8.1,NA,282
119,January - M011992,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,NA,59.5,NA,293
132,January - M011992,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",NA,23.5,NA,167
34,February - M021992,Himachal Pradesh,Shimla,Himachal Pradesh  Pollution Control Boar,Sensitive,NA,10.2,NA,54
35,February - M021992,Himachal Pradesh,Shimla,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",5.1,10.7,NA,296
117,February - M021992,Himachal Pradesh,Paonta Sahib,Himachal Pradesh  Pollution Control Boar,Industrial Area,NA,7.7,NA,110
118,February - M021992,Himachal Pradesh,Paonta Sahib,Himachal Pradesh  Pollution Control Boar,Industrial Area,4,7.3,NA,229
119,February - M021992,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,NA,50.5,NA,308
132,February - M021992,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",NA,27.4,NA,124
34,March - M031992,Himachal Pradesh,Shimla,Himachal Pradesh  Pollution Control Boar,Sensitive,5.7,18.8,NA,50
35,March - M031992,Himachal Pradesh,Shimla,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",4.8,10.5,NA,238
119,March - M031992,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,NA,43.2,NA,296
