Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
21,January - M011992,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",16.7,29.3,NA,127
22,January - M011992,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,18.6,35.3,NA,200
23,January - M011992,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",17.2,42,NA,192
47,January - M011992,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",10.5,23.5,NA,382
48,January - M011992,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",12.9,19.4,NA,353
49,January - M011992,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,15.5,25.1,NA,447
50,January - M011992,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",10.1,19.1,NA,239
51,January - M011992,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,32.7,30.2,NA,236
97,January - M011992,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,8.2,23.3,NA,200
99,January - M011992,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,17.7,31.5,NA,237
100,January - M011992,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,18.1,41.1,NA,278
101,January - M011992,Gujarat,Ahmedabad,Gujarat Pollution Control Board,Industrial Area,29.5,41.6,NA,216
102,January - M011992,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",18.8,69.4,NA,343
103,January - M011992,Gujarat,Ahmedabad,Gujarat Pollution Control Board,"Residential, Rural and other Areas",8.6,51.4,NA,196
189,January - M011992,Gujarat,Vapi,Gujarat Pollution Control Board,NA,44,28.3,NA,253
190,January - M011992,Gujarat,Vapi,Gujarat Pollution Control Board,NA,67.2,47.9,NA,223
154,January - M011992,Gujarat,Ahmedabad,NA,Industrial Area,18.2,4.3,NA,NA
155,January - M011992,Gujarat,Ahmedabad,NA,"Residential, Rural and other Areas",18.7,5.6,NA,371
153,January - M011992,Gujarat,Ahmedabad,NEER,"Residential, Rural and other Areas",11.6,4.8,NA,279
21,February - M021992,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",18.4,29.7,NA,202
22,February - M021992,Gujarat,Surat,Gujarat Pollution Control Board,Industrial Area,18,35.3,NA,247
23,February - M021992,Gujarat,Surat,Gujarat Pollution Control Board,"Residential, Rural and other Areas",16.9,37.5,NA,107
47,February - M021992,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",13.8,24.9,NA,359
48,February - M021992,Gujarat,Baroda,Gujarat Pollution Control Board,"Residential, Rural and other Areas",15.4,24,NA,386
49,February - M021992,Gujarat,Baroda,Gujarat Pollution Control Board,Industrial Area,17.3,24.8,NA,332
