Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
90,M011989,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,Industrial Area,19.1,19.2,NA,820
1,M011989,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive,22.6,11,NA,363
2,M011989,Uttar Pradesh,Agra,Uttar Pradesh Pollution Control Board,"Residential, Rural and other Areas",7.4,5.2,NA,397
3,M011989,Uttar Pradesh,Agra,Uttar Pradesh Pollution Control Board,Industrial Area,8.7,4.9,NA,336
4,M011989,Uttar Pradesh,Agra,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",10.1,6,NA,308
6,M011989,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,65,29.3,NA,312
7,M011989,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,60,33.9,NA,365
109,M021989,Uttar Pradesh,Lucknow,Uttar Pradesh  Pollution Control Board,NA,20.5,NA,NA,414
110,M021989,Uttar Pradesh,Lucknow,Uttar Pradesh  Pollution Control Board,NA,2.5,NA,NA,183
1,M021989,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive,27,13.2,NA,512
2,M021989,Uttar Pradesh,Agra,Uttar Pradesh Pollution Control Board,"Residential, Rural and other Areas",12.4,8.1,NA,408
3,M021989,Uttar Pradesh,Agra,Uttar Pradesh Pollution Control Board,Industrial Area,5.6,3.8,NA,310
4,M021989,Uttar Pradesh,Agra,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",6.1,4,NA,290
6,M021989,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,44.2,29,NA,289
7,M021989,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,62.5,40.1,NA,430
89,M031989,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",27.6,32.9,NA,729
90,M031989,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,Industrial Area,31.9,30.2,NA,943
109,M031989,Uttar Pradesh,Lucknow,Uttar Pradesh  Pollution Control Board,NA,18.4,NA,NA,356
110,M031989,Uttar Pradesh,Lucknow,Uttar Pradesh  Pollution Control Board,NA,2.1,NA,NA,182
