Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/3/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,6.7,NA,60,163
1/7/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,6.3,NA,56,169
1/11/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,5.7,NA,56,155
2/5/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,NA,NA,NA,NA
2/8/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,NA,NA,NA,NA
2/12/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,NA,NA,NA,NA
15-02-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,5.8,5.3,57,136
19-02-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,8.3,12,71,162
22-02-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,10.8,6.8,158,224
26-02-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,11.3,7.1,172,223
3/3/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,10.2,5.6,56,137
3/7/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,10.3,7.1,56,127
3/11/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,8.7,10.6,49,117
17-03-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,2.7,5.4,41,85
21-03-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,4.3,8.3,79,198
27-03-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,5.5,7.4,66,101
4/2/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,4.2,6.2,66,105
4/6/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,4.7,7.1,66,113
4/10/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,6,8.2,78,116
13-04-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,6.5,5.4,65,127
17-04-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,7.5,6.3,70,115
21-04-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,8.5,8.5,73,129
24-04-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,9.2,8.5,90,150
28-04-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,9.3,8.5,82,144
5/3/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,9.2,10.1,94,151
5/7/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,10,8.3,86,143
5/10/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,7.7,6.2,68,103
14-05-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,7.3,7.1,58,108
17-05-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,7.5,5.3,56,107
21-05-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,7.5,8,66,115
25-05-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,7.2,6,67,126
28-05-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,7,6.2,66,104
6/2/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,5.5,5.4,86,115
6/6/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,6.3,6,84,140
6/10/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,7.5,8.2,92,149
14-06-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,8.2,9.4,84,164
18-06-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,8.2,9.4,84,164
20-06-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,3.8,NA,57,86
24-06-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,4.7,5.3,56,82
28-06-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,3.5,NA,53,75
7/12/2007,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,5.5,7.3,85,136
15-07-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,NA,NA,NA,NA
20-07-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,4.7,NA,77,115
24-07-07,Haryana,Hisar,Guru Jambeshwar Uni,Residential and others,5.5,5.3,96,142
