Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
16,January - M011990,Rajasthan,Kota,Rajasthan Pollution Control Board,"Residential, Rural and other Areas",12.2,63.9,NA,355
17,January - M011990,Rajasthan,Kota,Rajasthan Pollution Control Board,Industrial Area,21.5,77.2,NA,286
18,January - M011990,Rajasthan,Kota,Rajasthan Pollution Control Board,Sensitive,19.8,58.3,NA,172
19,January - M011990,Rajasthan,Kota,Rajasthan Pollution Control Board,Industrial Area,13.5,97.1,NA,264
20,January - M011990,Rajasthan,Kota,Rajasthan Pollution Control Board,"Residential, Rural and other Areas",12.5,113,NA,306
158,January - M011990,Rajasthan,Jaipur,NA,Industrial Area,5.5,21,NA,137
157,January - M011990,Rajasthan,Jaipur,NA,"Residential, Rural and other Areas",5,30.8,NA,265
156,January - M011990,Rajasthan,Jaipur,NA,"Residential, Rural and other Areas",7.4,41.4,NA,403
16,February - M021990,Rajasthan,Kota,Rajasthan Pollution Control Board,"Residential, Rural and other Areas",15.9,58.6,NA,312
17,February - M021990,Rajasthan,Kota,Rajasthan Pollution Control Board,Industrial Area,15.6,44.9,NA,268
18,February - M021990,Rajasthan,Kota,Rajasthan Pollution Control Board,Sensitive,11.3,66,NA,130
19,February - M021990,Rajasthan,Kota,Rajasthan Pollution Control Board,Industrial Area,12.2,99.9,NA,262
20,February - M021990,Rajasthan,Kota,Rajasthan Pollution Control Board,"Residential, Rural and other Areas",14.1,113.6,NA,274
158,February - M021990,Rajasthan,Jaipur,NA,Industrial Area,5,16.6,NA,114
157,February - M021990,Rajasthan,Jaipur,NA,"Residential, Rural and other Areas",5,13.4,NA,276
156,February - M021990,Rajasthan,Jaipur,NA,"Residential, Rural and other Areas",6.9,38.2,NA,313
16,March - M031990,Rajasthan,Kota,Rajasthan Pollution Control Board,"Residential, Rural and other Areas",13.8,120.9,NA,254
17,March - M031990,Rajasthan,Kota,Rajasthan Pollution Control Board,Industrial Area,16.7,47.6,NA,271
18,March - M031990,Rajasthan,Kota,Rajasthan Pollution Control Board,Sensitive,12.4,50.1,NA,168
19,March - M031990,Rajasthan,Kota,Rajasthan Pollution Control Board,Industrial Area,17.8,82.7,NA,243
20,March - M031990,Rajasthan,Kota,Rajasthan Pollution Control Board,"Residential, Rural and other Areas",19.6,118.3,NA,276
158,March - M031990,Rajasthan,Jaipur,NA,Industrial Area,5,15.6,NA,126
157,March - M031990,Rajasthan,Jaipur,NA,"Residential, Rural and other Areas",5,16.3,NA,271
156,March - M031990,Rajasthan,Jaipur,NA,"Residential, Rural and other Areas",5.3,36.4,NA,584
16,April - M041990,Rajasthan,Kota,Rajasthan Pollution Control Board,"Residential, Rural and other Areas",12.8,93.6,NA,310
17,April - M041990,Rajasthan,Kota,Rajasthan Pollution Control Board,Industrial Area,15.6,59.5,NA,283
18,April - M041990,Rajasthan,Kota,Rajasthan Pollution Control Board,Sensitive,13.7,54.7,NA,229
19,April - M041990,Rajasthan,Kota,Rajasthan Pollution Control Board,Industrial Area,15.7,95.7,NA,300
20,April - M041990,Rajasthan,Kota,Rajasthan Pollution Control Board,"Residential, Rural and other Areas",11.6,105.1,NA,327
158,April - M041990,Rajasthan,Jaipur,NA,Industrial Area,6.3,9.8,NA,300
157,April - M041990,Rajasthan,Jaipur,NA,"Residential, Rural and other Areas",5,9.9,NA,284
156,April - M041990,Rajasthan,Jaipur,NA,"Residential, Rural and other Areas",5.5,16.3,NA,444
18,May - M051990,Rajasthan,Kota,Rajasthan Pollution Control Board,Sensitive,10.6,64.6,NA,181
17,May - M051990,Rajasthan,Kota,Rajasthan Pollution Control Board,Industrial Area,13.9,106.1,NA,278
16,May - M051990,Rajasthan,Kota,Rajasthan Pollution Control Board,"Residential, Rural and other Areas",13.8,94.5,NA,313
