Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/1/2009,Orissa,Angul,Industrial Estate,Industrial Areas,5.5,23,164,319
1/5/2009,Orissa,Angul,Industrial Estate,Industrial Areas,5.4,23.5,102,281
1/8/2009,Orissa,Angul,Industrial Estate,Industrial Areas,5.6,21.9,120,227
1/12/2009,Orissa,Angul,Industrial Estate,Industrial Areas,5.7,22.8,147,261
15/1/2009,Orissa,Angul,Industrial Estate,Industrial Areas,5.4,22.3,135,291
19/1/2009,Orissa,Angul,Industrial Estate,Industrial Areas,5.2,22.6,147,307
22/1/2009,Orissa,Angul,Industrial Estate,Industrial Areas,5.2,22.4,108,284
26/1/2009,Orissa,Angul,Industrial Estate,Industrial Areas,4.8,22,161,320
29/1/2009,Orissa,Angul,Industrial Estate,Industrial Areas,5.2,22.6,171,265
2/2/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.7,21.4,119,285
2/5/2009,Orissa,Angul,Industrial Estate,Industrial Areas,7.2,21.3,167,373
2/9/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.8,22.6,169,434
2/12/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.2,21.5,183,493
16/2/2009,Orissa,Angul,Industrial Estate,Industrial Areas,5.4,22.5,138,332
19/2/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.6,22.6,190,377
23/2/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.3,22.4,237,697
26/2/2009,Orissa,Angul,Industrial Estate,Industrial Areas,5.8,22.6,195,360
3/2/2009,Orissa,Angul,Industrial Estate,Industrial Areas,7.2,23.9,174,330
3/5/2009,Orissa,Angul,Industrial Estate,Industrial Areas,7.3,23.1,244,550
3/9/2009,Orissa,Angul,Industrial Estate,Industrial Areas,7.5,23.4,118,256
13/3/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.3,22.9,95,287
16/3/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.9,22.8,182,346
19/3/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.5,22.3,192,304
23/3/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.6,22.6,170,283
26/3/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.3,22.6,161,313
30/3/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.8,22.6,256,410
4/6/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.8,24,117,370
4/9/2009,Orissa,Angul,Industrial Estate,Industrial Areas,7,23.3,136,408
13/4/2009,Orissa,Angul,Industrial Estate,Industrial Areas,7.4,23.4,132,383
16/4/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.7,23.7,140,315
20/4/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.8,23.2,127,360
25/4/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.6,23.2,160,358
27/4/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.9,23.5,143,342
30/4/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.9,22.8,134,376
5/4/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.6,23.2,124,360
5/7/2009,Orissa,Angul,Industrial Estate,Industrial Areas,7,23.1,132,378
5/11/2009,Orissa,Angul,Industrial Estate,Industrial Areas,7.1,24,145,354
14/5/2009,Orissa,Angul,Industrial Estate,Industrial Areas,7.3,23.6,143,278
18/5/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.8,23.3,142,403
21/5/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.7,22.5,134,344
25/5/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.5,22.9,133,356
28/5/2009,Orissa,Angul,Industrial Estate,Industrial Areas,6.5,22.8,143,361
6/1/2009,Orissa,Angul,Industrial Estate,Industrial Areas,5.8,22.6,153,401
6/4/2009,Orissa,Angul,Industrial Estate,Industrial Areas,5.6,22.3,129,342
6/8/2009,Orissa,Angul,Industrial Estate,Industrial Areas,5.5,22.9,157,402
6/11/2009,Orissa,Angul,Industrial Estate,Industrial Areas,5.1,22.1,132,403
16/6/2009,Orissa,Angul,Industrial Estate,Industrial Areas,5.5,21.8,161,409
19/6/2009,Orissa,Angul,Industrial Estate,Industrial Areas,5.6,22.2,131,322
