Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
93,January - M011990,Pondichery,Pondichery,PNPB,Industrial Area,45.6,26.7,NA,95
64,January - M011990,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",1.6,12.7,NA,94
92,January - M011990,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",1.1,9.7,NA,147
93,February - M021990,Pondichery,Pondichery,PNPB,Industrial Area,30.7,7.7,NA,98
64,February - M021990,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",1.2,17.4,NA,124
92,February - M021990,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",1.1,5.9,NA,111
64,March - M031990,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",1.7,11.3,NA,95
93,March - M031990,Pondichery,Pondichery,PNPB,Industrial Area,10.2,6.8,NA,67
92,March - M031990,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",1.2,23.2,NA,110
64,April - M041990,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",3.5,17.2,NA,113
93,April - M041990,Pondichery,Pondichery,PNPB,Industrial Area,9.2,7.9,NA,72
92,April - M041990,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",2.7,19.5,NA,126
64,May - M051990,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",5.9,23,NA,109
93,May - M051990,Pondichery,Pondichery,PNPB,Industrial Area,21.7,7.3,NA,79
92,May - M051990,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",2.8,20.8,NA,103
64,June - M061990,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",7,23.6,NA,128
93,June - M061990,Pondichery,Pondichery,PNPB,Industrial Area,13.3,15.4,NA,112
92,June - M061990,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",3.4,18.5,NA,111
93,July - M071990,Pondichery,Pondichery,PNPB,Industrial Area,7.7,11.3,NA,96
64,July - M071990,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",5.2,12.4,NA,113
92,July - M071990,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",2.5,19.4,NA,104
93,August - M081990,Pondichery,Pondichery,PNPB,Industrial Area,4.4,18.8,NA,106
64,August - M081990,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",6.4,10.2,NA,108
92,August - M081990,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",2.1,9.8,NA,108
93,September - M091990,Pondichery,Pondichery,PNPB,Industrial Area,52.3,14.9,NA,111
64,September - M091990,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",9.1,14.2,NA,103
92,September - M091990,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",4,14.7,NA,130
93,October - M101990,Pondichery,Pondichery,PNPB,Industrial Area,24.4,42.4,NA,121
64,October - M101990,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",5.5,10.9,NA,100
92,October - M101990,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",1.4,13,NA,115
93,November - M111990,Pondichery,Pondichery,PNPB,Industrial Area,32.6,30.7,NA,81
64,November - M111990,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",4.7,10.8,NA,98
92,November - M111990,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",3.3,18.9,NA,123
