Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/2/2007,Orissa,Angul,Industrial Estate,Industrial Areas,6.4,15.2,136,245
1/5/2007,Orissa,Angul,Industrial Estate,Industrial Areas,7.3,17.1,147,321
1/8/2007,Orissa,Angul,Industrial Estate,Industrial Areas,6.8,15,141,267
1/11/2007,Orissa,Angul,Industrial Estate,Industrial Areas,7.1,16.4,147,313
15-01-07,Orissa,Angul,Industrial Estate,Industrial Areas,6.8,15.9,126,247
18-01-07,Orissa,Angul,Industrial Estate,Industrial Areas,6.5,16.6,166,313
22-01-07,Orissa,Angul,Industrial Estate,Industrial Areas,6.3,16,174,331
25-01-07,Orissa,Angul,Industrial Estate,Industrial Areas,8.4,18.3,153,299
29-01-07,Orissa,Angul,Industrial Estate,Industrial Areas,7.5,19,140,272
31-01-07,Orissa,Angul,Industrial Estate,Industrial Areas,6.8,15.9,157,293
2/2/2007,Orissa,Angul,Industrial Estate,Industrial Areas,6.9,16.2,127,275
2/5/2007,Orissa,Angul,Industrial Estate,Industrial Areas,7.3,15.3,146,299
2/8/2007,Orissa,Angul,Industrial Estate,Industrial Areas,6.6,16.5,133,237
2/12/2007,Orissa,Angul,Industrial Estate,Industrial Areas,6.5,14.6,127,228
15-02-07,Orissa,Angul,Industrial Estate,Industrial Areas,8.1,17,178,338
18-02-07,Orissa,Angul,Industrial Estate,Industrial Areas,6.7,15.2,135,212
22-02-07,Orissa,Angul,Industrial Estate,Industrial Areas,6.4,14.5,145,265
26-02-07,Orissa,Angul,Industrial Estate,Industrial Areas,6.6,14.2,132,239
28-02-07,Orissa,Angul,Industrial Estate,Industrial Areas,7.2,15.8,170,307
3/1/2007,Orissa,Angul,Industrial Estate,Industrial Areas,6.6,14.2,96,218
3/5/2007,Orissa,Angul,Industrial Estate,Industrial Areas,7,14.9,117,221
3/7/2007,Orissa,Angul,Industrial Estate,Industrial Areas,6.6,14.9,183,378
3/9/2007,Orissa,Angul,Industrial Estate,Industrial Areas,5.6,14.2,92,177
3/12/2007,Orissa,Angul,Industrial Estate,Industrial Areas,6.4,14.1,78,138
15-03-07,Orissa,Angul,Industrial Estate,Industrial Areas,6.7,13.2,95,228
