Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
269,January - M011997,Maharashtra,Nashik,MAPB,Industrial Area,48.7,19.9,NA,135
259,January - M011997,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",52.4,34.6,NA,161
280,January - M011997,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",54.5,24.6,NA,243
287,January - M011997,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",12.3,34.2,NA,264
289,January - M011997,Maharashtra,Nagpur,VRCE,"Residential, Rural and other Areas",14.1,20.8,NA,418
288,January - M011997,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,12.6,17.7,NA,166
265,January - M011997,Maharashtra,Dombivli,Maharashtra State Pollution Control Board,Industrial Area,23,17.4,NA,169
266,January - M011997,Maharashtra,Dombivli,MAPB,NA,29.3,13,NA,125
299,January - M011997,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,22.7,41.4,NA,251
300,January - M011997,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",21.1,56.8,NA,262
267,January - M011997,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",41.4,56.4,NA,67
214,January - M011997,Maharashtra,Chandarpur,Maharashtra Pollution Control Board,NA,20.6,28,NA,81
281,January - M011997,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,Industrial Area,38.5,55.3,NA,65
169,January - M011997,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",36.7,76.3,NA,335
170,January - M011997,Maharashtra,Bombay,NA,Industrial Area,28.2,59.6,NA,281
168,January - M011997,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",34.1,30.5,NA,299
165,January - M011997,Maharashtra,Nagpur,NA,Industrial Area,14.1,21.5,NA,238
166,January - M011997,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",10.1,26.4,NA,332
167,January - M011997,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,17,NA,197
269,February - M021997,Maharashtra,Nashik,MAPB,Industrial Area,39.3,19,NA,244
259,February - M021997,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",39.3,21.8,NA,199
280,February - M021997,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",29.7,26,NA,283
287,February - M021997,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",10.7,40.5,NA,216
289,February - M021997,Maharashtra,Nagpur,VRCE,"Residential, Rural and other Areas",12.2,32.1,NA,362
288,February - M021997,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,12.4,36.3,NA,183
265,February - M021997,Maharashtra,Dombivli,Maharashtra State Pollution Control Board,Industrial Area,19.4,26.1,NA,156
266,February - M021997,Maharashtra,Dombivli,MAPB,NA,24.7,20.6,NA,201
299,February - M021997,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,22.4,44.9,NA,301
300,February - M021997,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",18.4,50.9,NA,292
267,February - M021997,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",36.1,58.5,NA,96
214,February - M021997,Maharashtra,Chandarpur,Maharashtra Pollution Control Board,NA,19.1,29.4,NA,105
281,February - M021997,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,Industrial Area,36.2,58.1,NA,76
169,February - M021997,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",27.4,44.7,NA,431
170,February - M021997,Maharashtra,Bombay,NA,Industrial Area,57.1,61.2,NA,401
168,February - M021997,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",33.3,25.3,NA,384
165,February - M021997,Maharashtra,Nagpur,NA,Industrial Area,18.1,21,NA,203
166,February - M021997,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,19.3,NA,348
167,February - M021997,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",8.5,19.7,NA,207
269,March - M031997,Maharashtra,Nashik,MAPB,Industrial Area,35.7,33.1,NA,232
259,March - M031997,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",30.6,30.4,NA,205
280,March - M031997,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",30.3,28.8,NA,277
287,March - M031997,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9,19.1,NA,192
289,March - M031997,Maharashtra,Nagpur,VRCE,"Residential, Rural and other Areas",11.1,21.7,NA,337
288,March - M031997,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,13.1,20.2,NA,198
265,March - M031997,Maharashtra,Dombivli,Maharashtra State Pollution Control Board,Industrial Area,37.6,26,NA,143
266,March - M031997,Maharashtra,Dombivli,MAPB,NA,40.5,25.6,NA,134
299,March - M031997,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,20.3,52.7,NA,213
300,March - M031997,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",21.1,53.8,NA,246
267,March - M031997,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",36.1,56.5,NA,171
214,March - M031997,Maharashtra,Chandarpur,Maharashtra Pollution Control Board,NA,19.3,28.9,NA,198
281,March - M031997,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,Industrial Area,37,57.2,NA,172
169,March - M031997,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",15.9,40.7,NA,373
170,March - M031997,Maharashtra,Bombay,NA,Industrial Area,31.3,36.8,NA,307
168,March - M031997,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",15.3,24.9,NA,287
165,March - M031997,Maharashtra,Nagpur,NA,Industrial Area,12.4,16.6,NA,193
166,March - M031997,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,25,NA,358
167,March - M031997,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.3,13.1,NA,166
269,April - M041997,Maharashtra,Nashik,MAPB,Industrial Area,45.6,43.9,NA,251
259,April - M041997,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",40.3,29.5,NA,151
280,April - M041997,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",37.7,25.4,NA,213
265,April - M041997,Maharashtra,Dombivli,Maharashtra State Pollution Control Board,Industrial Area,31.9,21.9,NA,136
266,April - M041997,Maharashtra,Dombivli,MAPB,NA,33.6,23.1,NA,144
299,April - M041997,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,20.1,47.7,NA,216
300,April - M041997,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",20.8,51.6,NA,241
287,April - M041997,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",6,7.6,NA,130
289,April - M041997,Maharashtra,Nagpur,VRCE,"Residential, Rural and other Areas",7.8,15.8,NA,294
288,April - M041997,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,6.5,13.6,NA,104
267,April - M041997,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",36.1,56,NA,120
214,April - M041997,Maharashtra,Chandarpur,Maharashtra Pollution Control Board,NA,19.3,29.8,NA,139
281,April - M041997,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,Industrial Area,36.5,55.3,NA,123
165,April - M041997,Maharashtra,Nagpur,NA,Industrial Area,8.5,25.5,NA,145
166,April - M041997,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.4,14.6,NA,242
167,April - M041997,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",7.9,12.3,NA,163
169,April - M041997,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",7.9,19.6,NA,235
170,April - M041997,Maharashtra,Bombay,NA,Industrial Area,51.7,27.3,NA,246
168,April - M041997,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",36.6,16.9,NA,249
265,May - M051997,Maharashtra,Dombivli,Maharashtra State Pollution Control Board,Industrial Area,29.7,29.7,NA,136
266,May - M051997,Maharashtra,Dombivli,MAPB,NA,27.7,26.1,NA,146
299,May - M051997,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,20.9,40.9,NA,226
300,May - M051997,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",22,47.3,NA,247
287,May - M051997,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",6.4,13,NA,155
289,May - M051997,Maharashtra,Nagpur,VRCE,"Residential, Rural and other Areas",13.4,10.8,NA,234
288,May - M051997,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,6.9,13.2,NA,111
269,May - M051997,Maharashtra,Nashik,MAPB,Industrial Area,29.4,23.8,NA,149
259,May - M051997,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",40.6,42.6,NA,145
280,May - M051997,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",33.7,26.5,NA,80
267,May - M051997,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",32.5,55.9,NA,117
214,May - M051997,Maharashtra,Chandarpur,Maharashtra Pollution Control Board,NA,17,28.2,NA,164
281,May - M051997,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,Industrial Area,40,49.8,NA,128
169,May - M051997,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",11.2,22.7,NA,247
170,May - M051997,Maharashtra,Bombay,NA,Industrial Area,19.1,21.7,NA,188
168,May - M051997,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",9.7,23.7,NA,330
165,May - M051997,Maharashtra,Nagpur,NA,Industrial Area,10.7,10.3,NA,115
166,May - M051997,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",7,11.1,NA,143
167,May - M051997,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",7.4,7.4,NA,94
269,June - M061997,Maharashtra,Nashik,MAPB,Industrial Area,29.7,15.8,NA,100
259,June - M061997,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",32.6,32,NA,71
280,June - M061997,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",35,24.8,NA,137
265,June - M061997,Maharashtra,Dombivli,Maharashtra State Pollution Control Board,Industrial Area,24.6,24.4,NA,60
266,June - M061997,Maharashtra,Dombivli,MAPB,NA,18.5,23.6,NA,92
299,June - M061997,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,20.5,47.4,NA,152
300,June - M061997,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",19.2,43.6,NA,153
287,June - M061997,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",6.9,26.2,NA,70
289,June - M061997,Maharashtra,Nagpur,VRCE,"Residential, Rural and other Areas",7.7,8.9,NA,139
288,June - M061997,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,8.4,13.1,NA,83
267,June - M061997,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",31.1,55.1,NA,117
214,June - M061997,Maharashtra,Chandarpur,Maharashtra Pollution Control Board,NA,17.6,28.9,NA,126
281,June - M061997,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,Industrial Area,32,56.3,NA,125
169,June - M061997,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",7.8,21.4,NA,166
170,June - M061997,Maharashtra,Bombay,NA,Industrial Area,13.2,30,NA,182
168,June - M061997,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",6.5,41.8,NA,548
165,June - M061997,Maharashtra,Nagpur,NA,Industrial Area,6.6,7.4,NA,85
166,June - M061997,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.2,19.7,NA,98
167,June - M061997,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6.4,22.2,NA,70
265,July - M071997,Maharashtra,Dombivli,Maharashtra State Pollution Control Board,Industrial Area,15.4,29.9,NA,111
266,July - M071997,Maharashtra,Dombivli,MAPB,NA,14.4,26.8,NA,93
299,July - M071997,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,20.4,46.8,NA,174
300,July - M071997,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",22.4,48.6,NA,184
269,July - M071997,Maharashtra,Nashik,MAPB,Industrial Area,27,19.4,NA,130
259,July - M071997,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",48.7,35.5,NA,117
280,July - M071997,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",32.4,25,NA,205
287,July - M071997,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",6.1,13,NA,70
289,July - M071997,Maharashtra,Nagpur,VRCE,"Residential, Rural and other Areas",9.1,8.8,NA,58
288,July - M071997,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,9.9,28.6,NA,66
267,July - M071997,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",30.4,56.6,NA,120
214,July - M071997,Maharashtra,Chandarpur,Maharashtra Pollution Control Board,NA,17.2,28.5,NA,133
281,July - M071997,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,Industrial Area,32.6,55.5,NA,122
169,July - M071997,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",6,47.5,NA,303
170,July - M071997,Maharashtra,Bombay,NA,Industrial Area,25.6,48.9,NA,211
168,July - M071997,Maharashtra,Bombay,NA,"Residential, Rural and other Areas",6,77,NA,617
165,July - M071997,Maharashtra,Nagpur,NA,Industrial Area,9.3,12.9,NA,80
166,July - M071997,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,10.3,NA,128
167,July - M071997,Maharashtra,Nagpur,NA,"Residential, Rural and other Areas",6,4.6,NA,57
265,August - M081997,Maharashtra,Dombivli,Maharashtra State Pollution Control Board,Industrial Area,15.3,26.6,NA,113
266,August - M081997,Maharashtra,Dombivli,MAPB,NA,13.5,21,NA,58
299,August - M081997,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,15.6,40.3,NA,176
