Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
34,January - M011997,Himachal Pradesh,Shimla,Himachal Pradesh  Pollution Control Boar,Sensitive,6.1,8.9,NA,NA
35,January - M011997,Himachal Pradesh,Shimla,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",6.4,13,NA,NA
117,January - M011997,Himachal Pradesh,Paonta Sahib,Himachal Pradesh  Pollution Control Boar,Industrial Area,NA,9.4,NA,141
118,January - M011997,Himachal Pradesh,Paonta Sahib,Himachal Pradesh  Pollution Control Boar,Industrial Area,NA,8.8,NA,174
119,January - M011997,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,NA,10.8,NA,85
132,January - M011997,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",6.1,31.5,NA,252
268,January - M011997,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",NA,9.9,NA,NA
271,January - M011997,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",NA,9.1,NA,NA
34,February - M021997,Himachal Pradesh,Shimla,Himachal Pradesh  Pollution Control Boar,Sensitive,6.2,10.1,NA,NA
35,February - M021997,Himachal Pradesh,Shimla,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",6.6,12.6,NA,NA
117,February - M021997,Himachal Pradesh,Paonta Sahib,Himachal Pradesh  Pollution Control Boar,Industrial Area,NA,8.7,NA,134
118,February - M021997,Himachal Pradesh,Paonta Sahib,Himachal Pradesh  Pollution Control Boar,Industrial Area,NA,NA,NA,139
119,February - M021997,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,NA,12.5,NA,91
132,February - M021997,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",6,18.3,NA,206
268,February - M021997,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",NA,12.9,NA,66
271,February - M021997,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",NA,12.3,NA,NA
34,March - M031997,Himachal Pradesh,Shimla,Himachal Pradesh  Pollution Control Boar,Sensitive,6,7.7,NA,NA
35,March - M031997,Himachal Pradesh,Shimla,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",6.3,13.9,NA,NA
117,March - M031997,Himachal Pradesh,Paonta Sahib,Himachal Pradesh  Pollution Control Boar,Industrial Area,NA,7.7,NA,NA
118,March - M031997,Himachal Pradesh,Paonta Sahib,Himachal Pradesh  Pollution Control Boar,Industrial Area,NA,6.7,NA,NA
