Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/1/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,9.4,60,116
1/8/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,9.7,50,106
1/10/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,9.5,49,95
15/1/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,7.2,37,82
17/1/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,48,98
22/1/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8.9,54,111
24/1/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,6.9,48,98
29/1/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,37,77
31/1/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,41,87
2/5/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,52,96
2/7/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,6.5,30,76
2/12/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,6.8,41,85
14/2/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,61,127
19/2/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,10.1,42,96
21/2/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,7.9,45,99
26/2/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8.4,53,107
28/2/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8.8,43,95
3/4/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8.3,47,105
3/8/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,46,94
3/11/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,9.2,52,106
13/3/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,7.1,44,100
18/3/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,9.5,45,104
23/3/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,7.7,45,105
25/3/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8.9,49,97
27/3/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,7.4,49,95
4/1/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,5.5,35,69
4/3/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,7.6,44,96
4/8/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8.2,50,110
4/10/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,7,50,100
15/4/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8,41,100
17/4/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8,55,115
22/4/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,9.5,44,106
24/4/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8.7,45,104
5/2/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,9.6,55,95
5/6/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,9.6,44,101
5/8/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,7.4,50,95
13/5/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,9.9,43,96
15/5/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8,38,99
20/5/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8.3,52,104
22/5/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,7.4,37,94
27/5/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,9.6,57,121
29/5/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8.4,52,115
6/3/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,7.4,39,84
6/5/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,7.3,41,77
6/10/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,9.8,52,116
6/12/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,5.4,35,73
17/6/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,6.5,40,76
19/6/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,34,72
24/6/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,9,55,111
26/6/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,5.4,34,72
7/1/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8.6,34,79
7/3/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,7.5,38,91
7/8/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,6.8,38,87
7/10/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8.7,43,99
15/7/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8.6,41,94
17/7/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8.3,42,97
24/7/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,7.9,44,101
29/7/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8.4,45,102
8/1/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8.9,41,99
8/5/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,48,103
8/7/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,5.5,56,114
8/12/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,9.4,45,102
14/8/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,7.7,51,107
19/8/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,7.7,46,104
21/8/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,7.8,46,98
26/8/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,7.8,47,93
28/8/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,NA,32,67
9/2/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,6.7,46,99
9/4/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8,36,90
9/9/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,8.2,50,110
9/11/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,6.8,37,80
16/9/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,5.5,44,92
18/9/2008,Mizoram,Aizawl,Bawngkawn,Residential and others,NA,6.5,45,99
