Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
141,January - M011992,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",6,16.6,NA,289
143,January - M011992,Uttar Pradesh,Kanpur,NA,Industrial Area,6.1,16.5,NA,NA
142,January - M011992,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",6,17.9,NA,368
141,February - M021992,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",6,16,NA,216
142,February - M021992,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",7.3,18.6,NA,351
143,February - M021992,Uttar Pradesh,Kanpur,NA,Industrial Area,7.4,16.5,NA,319
141,March - M031992,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",6,15.5,NA,309
143,March - M031992,Uttar Pradesh,Kanpur,NA,Industrial Area,6.5,19.3,NA,462
142,March - M031992,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",6,14.7,NA,417
141,April - M041992,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",6,13.8,NA,288
143,April - M041992,Uttar Pradesh,Kanpur,NA,Industrial Area,6.3,21,NA,828
142,April - M041992,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",6,17.1,NA,342
1,April - M041992,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive,21.4,13.3,NA,549
86,April - M041992,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,Industrial Area,14.8,16.5,NA,581
3,May - M051992,Uttar Pradesh,Agra,Uttar Pradesh Pollution Control Board,Industrial Area,NA,NA,NA,236
192,May - M051992,Uttar Pradesh,Varanasi,Uttar Pradesh  Pollution Control Board,NA,NA,NA,NA,431
141,June - M061992,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",6,NA,NA,NA
89,July - M071992,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",23,20.4,NA,616
90,July - M071992,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,Industrial Area,23.7,20.6,NA,869
192,August - M081992,Uttar Pradesh,Varanasi,Uttar Pradesh  Pollution Control Board,NA,NA,NA,NA,197
