Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
5/10/2006,Assam,Bongaigaon,B.R.P.L.,Residential and others,19.1,19.1,97,106
1/7/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,7.2,9.8,NA,88
1/12/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,5.7,7,NA,81
19/1/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,6.3,7.9,NA,101
24/1/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,6.7,8.3,NA,110
2/2/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,NA,14.1,NA,146
2/8/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3,20.3,NA,128
2/10/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,2.7,14.2,NA,131
16/2/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,2.7,17.7,NA,141
24/2/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3,19.7,NA,128
5/2/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.2,8.3,NA,50
5/5/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.3,8.8,NA,51
5/9/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3,10,NA,49
15/5/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3,11.3,NA,42
6/1/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,2.3,8.1,NA,21
6/5/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.2,10,NA,32
14/6/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,2.7,6.7,NA,57
20/6/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3,7,NA,36
18/7/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.5,7.9,36,47
21/7/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.2,6.8,32,40
24/7/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.7,8.4,23,33
27/7/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.3,8.8,16,25
8/1/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3,11.3,14,25
8/4/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.5,9.8,22,37
8/7/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.7,10.8,28,50
8/10/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,4.3,6.5,17,29
14/8/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,4.5,7.8,16,34
17/8/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,4.3,8.3,15,34
21/8/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.7,7.9,17,32
24/8/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.5,6.2,39,62
28/8/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.5,NA,16,32
31/8/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.8,6.3,15,30
9/4/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,2.8,6.5,17,37
9/7/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,4,8.3,14,49
9/11/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.7,9,16,34
15/9/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,4.5,6.7,16,37
18/9/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,4.2,10.5,20,39
21/9/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,5,5.3,18,38
25/9/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.2,NA,19,29
28/9/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,6.3,5.3,20,32
30/9/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,2.3,NA,19,31
10/3/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.2,6.3,18,29
10/7/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.5,9.7,20,33
10/9/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.2,8.4,26,38
14/10/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.2,9.5,23,37
17/10/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,4.3,10.2,29,41
20/10/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.5,12.3,48,65
21/10/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,4.2,9.7,29,50
23/10/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,4,9.8,13,27
27/10/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,4,6.8,46,59
30/10/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.2,7.8,42,54
11/2/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.7,5.4,33,51
11/6/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,2.8,NA,63,81
11/9/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,2.7,NA,50,94
13/11/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.8,NA,42,57
16/11/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.7,5.4,75,104
20/11/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,2.8,NA,33,53
23/11/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,4.3,8.4,23,45
27/11/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,4.2,6.5,25,43
30/11/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,4.3,7.8,58,82
12/4/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.7,8.8,88,125
12/7/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,4.2,10.1,50,79
12/11/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,4.8,10,41,61
14/12/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,4.8,9.3,30,52
18/12/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,5.3,6.6,44,63
21/12/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,NA,8.3,48,71
26/12/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,2.8,9.7,78,104
29/12/2006,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,9.2,8.4,78,103
10/12/2006,Assam,Bongaigaon,Birjhoria Science Co,Residential and others,2.4,5.3,135,197
19/8/2006,Assam,Dibrugarh,Dibrugarh Off. Bldg,Residential and others,8.8,68,11,33
28/8/2006,Assam,Dibrugarh,Dibrugarh Off. Bldg,Residential and others,11.8,54.5,37,69
9/6/2006,Assam,Dibrugarh,Dibrugarh Off. Bldg,Residential and others,5.5,11.8,66,115
9/7/2006,Assam,Dibrugarh,Dibrugarh Off. Bldg,Residential and others,8.3,15.3,34,47
9/12/2006,Assam,Dibrugarh,Dibrugarh Off. Bldg,Residential and others,4.5,14.3,28,41
29/9/2006,Assam,Dibrugarh,Dibrugarh Off. Bldg,Residential and others,10.8,12,22,44
30/9/2006,Assam,Dibrugarh,Dibrugarh Off. Bldg,Residential and others,8.8,7.8,37,68
10/5/2006,Assam,Dibrugarh,Dibrugarh Off. Bldg,Residential and others,8,12,31,42
10/7/2006,Assam,Dibrugarh,Dibrugarh Off. Bldg,Residential and others,7.3,13.8,49,74
10/9/2006,Assam,Dibrugarh,Dibrugarh Off. Bldg,Residential and others,5.5,16.5,26,51
10/12/2006,Assam,Dibrugarh,Dibrugarh Off. Bldg,Residential and others,5.5,13.5,22,73
16/10/2006,Assam,Dibrugarh,Dibrugarh Off. Bldg,Residential and others,6,13,22,55
22/10/2006,Assam,Dibrugarh,Dibrugarh Off. Bldg,Residential and others,7.3,13.3,18,57
23/10/2006,Assam,Dibrugarh,Dibrugarh Off. Bldg,Residential and others,4.8,9.9,73,146
