Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/10/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,8.4,45.4,213,557
16/1/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,10,39.7,223,543
21/1/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,13.1,46,87,237
23/1/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,13.8,42.2,159,397
28/1/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,14.4,42.2,186,449
30/1/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,14.5,40.1,284,649
2/4/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,15.4,39.9,181,441
2/7/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,13.3,40.1,254,591
2/11/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,13.5,43,96,242
14/2/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,15.7,46.1,158,393
18/2/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,14,42.1,184,448
21/2/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,13.9,40.9,133,306
25/2/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,15.7,44.6,146,366
27/2/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,13.8,40.8,164,380
29/2/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,12.4,40.4,123,315
3/6/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,13,40.3,156,486
3/11/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,13.4,40.4,129,319
17/3/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,13.5,39.2,86,211
27/3/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,13.9,38.7,114,309
4/8/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,15,38.8,120,345
4/10/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,14.8,39,189,562
17/4/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,15.2,39.4,144,525
21/4/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,15.5,40,268,645
23/4/2008,Karnataka,Bangalore,Graphite India,Industrial Areas,14.7,40,93,237
