Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/4/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,20.1,25.9,118,239
1/7/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.6,29.2,155,330
1/10/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.5,24.4,184,321
13/01/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.4,26.2,186,356
17/01/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,22.3,24.7,175,396
20/01/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,21.7,27.6,128,278
2/4/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,17.2,25.1,165,408
2/7/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,22,27.3,187,391
2/10/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,18.5,20,182,396
14/02/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,31.3,23.4,186,419
17/02/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,17.8,21.2,156,368
20/02/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.9,21.8,184,402
23/02/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.8,28.1,138,301
27/02/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,19.7,27.4,126,276
3/3/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.6,30.8,175,188
3/7/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,20.1,14.2,165,176
13/03/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,NA,NA,148,157
17/03/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,22.4,17.6,100,212
21/03/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.8,18.6,135,216
25/03/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,22.2,21,122,227
4/4/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.8,27.9,148,215
4/7/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.3,28.5,160,242
4/10/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,18.6,25.2,117,162
15/04/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,19.2,23.8,126,180
19/04/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.2,27.5,94,140
22/04/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.2,27,189,206
25/04/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.7,30.2,174,264
29/04/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.8,30.8,179,304
5/2/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.1,28.7,171,439
5/6/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.9,29.5,187,399
5/9/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,22.8,29,163,357
5/12/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,21,25.2,127,301
18/05/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.5,27.4,111,273
20/05/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.7,26.6,140,316
23/05/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.6,26.9,136,302
30/05/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.3,30.5,142,324
6/3/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,NA,NA,106,210
6/5/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.4,27.5,97,261
6/9/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,28.5,29,160,348
6/12/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,33.8,34.9,189,718
17/06/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.7,29.9,147,308
20/06/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.4,28.3,119,279
23/06/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,23.8,26.1,65,260
27/06/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.2,26.7,66,145
7/3/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.5,28,93,284
7/6/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.3,27.1,64,208
7/10/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,NA,NA,58,190
15/07/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.9,28,128,338
29/07/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.1,28.2,66,152
31/07/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,23.7,27.3,70,172
8/1/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,23.4,26.3,67,163
8/8/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,NA,NA,59,145
8/11/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,24.9,27.8,66,148
14/08/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,28.3,32.7,63,183
17/08/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.3,29.3,72,171
21/08/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.3,28.6,76,189
25/08/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.1,31.6,65,161
29/08/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.8,28.9,71,182
9/4/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.3,29.1,68,165
9/11/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,NA,NA,NA,NA
19/09/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.5,28.7,69,182
25/09/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.6,29.8,86,232
27/09/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.1,28.2,62,207
29/09/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.1,29.2,84,241
10/3/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.1,28.4,95,251
10/6/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.4,30.6,110,267
10/10/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.9,29.8,108,232
13/10/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.4,29.6,84,227
16/10/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.7,30.2,74,221
20/10/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,25.1,26.8,83,195
23/10/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,28.6,31.7,105,244
27/10/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.4,30.3,109,305
11/3/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.1,30.9,87,241
11/7/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.9,31.2,134,254
11/10/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,29.6,32.3,137,331
14/11/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,28.1,31,107,287
16/11/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.1,30,120,330
23/11/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,29.5,34.2,131,298
24/11/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.2,28.7,88,219
26/11/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,31.2,35.6,127,354
12/4/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,28,30.1,103,223
12/8/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.5,29.7,113,290
12/12/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,26.6,29.7,122,269
15/12/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.7,30,105,285
19/12/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.6,29.9,128,284
22/12/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.7,30.2,120,281
27/12/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.1,29.1,123,292
29/12/2006,Uttaranchal,Dehradun,Clock Tower,Residential and others,27.4,29.6,145,296
