Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
10,January - M011997,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,191.7,199.5,NA,427
9,January - M011997,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,98.6,198.6,NA,365
8,January - M011997,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,211.3,263.6,NA,553
11,January - M011997,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,38.6,143,NA,340
10,February - M021997,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,155.5,130.6,NA,348
9,February - M021997,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,88,98.1,NA,319
11,February - M021997,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,42.1,144.5,NA,233
8,February - M021997,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,164.8,188.5,NA,439
164,February - M021997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",9.5,28.9,NA,275
163,February - M021997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",30.3,46.9,NA,340
162,February - M021997,West Bengal,Calcutta,NA,Industrial Area,36.5,32.8,NA,413
162,March - M031997,West Bengal,Calcutta,NA,Industrial Area,46.1,55.4,NA,479
163,March - M031997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",29.1,71.4,NA,372
164,March - M031997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",9.1,23.1,NA,233
162,April - M041997,West Bengal,Calcutta,NA,Industrial Area,6,24.4,NA,198
163,April - M041997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",23.1,54.4,NA,280
164,April - M041997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",6.6,16.8,NA,253
162,May - M051997,West Bengal,Calcutta,NA,Industrial Area,15.6,28.5,NA,408
163,May - M051997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",8.8,25.1,NA,274
164,May - M051997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",6,4.5,NA,265
15,June - M061997,West Bengal,Haldia,CMEC,Industrial Area,38.2,52.2,NA,88
162,June - M061997,West Bengal,Calcutta,NA,Industrial Area,12.6,27.7,NA,339
163,June - M061997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",9.4,32.6,NA,305
164,June - M061997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",6.1,7.3,NA,205
162,July - M071997,West Bengal,Calcutta,NA,Industrial Area,13.6,25.8,NA,367
163,July - M071997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",10.8,22.8,NA,198
164,July - M071997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",6.1,9.6,NA,153
162,August - M081997,West Bengal,Calcutta,NA,Industrial Area,12.2,20.8,NA,NA
163,August - M081997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",33.2,36.5,NA,199
164,August - M081997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",6.8,10.4,NA,66
162,September - M091997,West Bengal,Calcutta,NA,Industrial Area,19.1,24.9,NA,309
163,September - M091997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",8.9,37.1,NA,245
164,September - M091997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",6.1,10.2,NA,115
162,October - M101997,West Bengal,Calcutta,NA,Industrial Area,64.1,46.4,NA,409
163,October - M101997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",102.2,60.3,NA,201
164,October - M101997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",28.6,28.8,NA,307
164,November - M111997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",22,14.3,NA,203
163,November - M111997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",66.3,30.7,NA,254
162,November - M111997,West Bengal,Calcutta,NA,Industrial Area,62.4,42,NA,323
162,December - M121997,West Bengal,Calcutta,NA,Industrial Area,50,27.5,NA,368
163,December - M121997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",99.6,54.6,NA,374
164,December - M121997,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",20.3,36,NA,285
