Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/2/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,17.9,50.5,128,187
1/4/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,18.9,54.2,122,196
1/7/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,13.2,34.9,132,167
1/10/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,24.2,55.3,117,231
15/1/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,16.5,37,111,192
18/1/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,15.8,41.7,133,199
21/1/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,22.6,59.5,188,306
28/1/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,23.3,48.5,173,256
30/1/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,19.3,43.5,133,270
2/4/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,22.6,44.2,164,231
2/6/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,16.7,40.9,191,250
2/8/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,20.4,53.8,135,206
2/11/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,20.8,44,133,188
13/2/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,NA,NA,180,284
15/2/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,17.9,46.8,101,189
18/2/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,18.4,45.5,142,193
22/2/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,19.7,33.8,89,132
25/2/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,19.3,42.3,144,201
28/2/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,20,43.8,123,184
3/3/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,NA,NA,NA,NA
3/5/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,24.6,35,110,166
3/10/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,23.5,51,128,197
3/12/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,22.2,45.1,156,254
14/3/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,24.5,59.9,187,248
17/3/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,NA,NA,NA,NA
4/4/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,17.5,42.4,75,129
4/9/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,17.7,42.3,162,261
15/4/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,22.1,51.3,143,287
17/4/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,24.1,49,103,161
21/4/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,17.4,41.7,120,265
24/4/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,27.3,66.3,220,290
29/4/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,14.6,35.7,154,190
5/5/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,18.6,41.3,31,47
5/8/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,27.4,58.6,66,120
5/12/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,19.2,41.3,125,174
15/5/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,14.5,30.5,110,169
23/5/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,18,41.3,223,266
26/5/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,22.2,50.2,128,155
29/5/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,15,35.9,229,285
6/2/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,15.7,37.7,195,258
6/6/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,17.7,41.5,94,151
6/9/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,16.2,36.7,70,110
6/11/2008,Jharkhand,Dhanbad,Regional Office,Residential and others,18,40.3,69,112
