Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/4/2007,Nagaland,Dimapur,Bank Colony,Residential and others,2.4,14.3,98,173
1/6/2007,Nagaland,Dimapur,Bank Colony,Residential and others,2.4,13.9,106,187
1/9/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,18.2,89,174
1/11/2007,Nagaland,Dimapur,Bank Colony,Residential and others,2.6,15.6,92,191
16-01-07,Nagaland,Dimapur,Bank Colony,Residential and others,3.3,16.4,92,186
18-01-07,Nagaland,Dimapur,Bank Colony,Residential and others,3.1,18.5,77,151
22-01-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,17,81,165
24-01-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,14.3,95,182
30-01-07,Nagaland,Dimapur,Bank Colony,Residential and others,2.6,9.5,84,160
2/1/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,13,83,160
2/6/2007,Nagaland,Dimapur,Bank Colony,Residential and others,2.7,17.7,76,142
2/9/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12.3,96,178
13-02-07,Nagaland,Dimapur,Bank Colony,Residential and others,2.4,12.6,100,198
15-02-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,15.5,92,165
20-02-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,15,114,206
22-02-07,Nagaland,Dimapur,Bank Colony,Residential and others,3,15.6,140,232
27-02-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,18.1,76,153
3/5/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,14.2,82,156
3/7/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,10.4,66,135
3/9/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,14.1,108,209
13-03-07,Nagaland,Dimapur,Bank Colony,Residential and others,2.7,16.3,66,136
16-03-07,Nagaland,Dimapur,Bank Colony,Residential and others,2.4,20.3,108,167
20-03-07,Nagaland,Dimapur,Bank Colony,Residential and others,3.9,22.2,70,136
22-03-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,16.3,99,149
27-03-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,17.7,91,160
29-03-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,15.5,55,112
4/2/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,15.2,51,104
4/5/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,11,44,88
4/10/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,17.5,59,109
4/12/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,11.8,57,124
17-04-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,17.4,82,162
19-04-07,Nagaland,Dimapur,Bank Colony,Residential and others,3.1,14.1,56,131
21-04-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,15.1,66,136
24-04-07,Nagaland,Dimapur,Bank Colony,Residential and others,3.1,15.8,104,179
27-04-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,18.8,92,181
17-05-07,Nagaland,Dimapur,Bank Colony,Residential and others,3.1,15.4,55,116
19-05-07,Nagaland,Dimapur,Bank Colony,Residential and others,3.2,16,63,122
22-05-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,11.5,49,103
24-05-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,14.8,58,127
26-05-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,9.6,42,81
29-05-07,Nagaland,Dimapur,Bank Colony,Residential and others,3.4,17.3,53,122
31-05-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,9.4,63,116
6/3/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,10.7,72,91
6/6/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,11.6,66,88
6/8/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,14.7,32,55
13-06-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,14.3,80,111
15-06-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,9.5,49,70
19-06-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,15.9,25,42
22-06-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,16,27,47
26-06-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,11.2,26,41
29-06-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,11.2,30,61
7/3/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,10,28,52
7/9/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,13.5,58,123
7/11/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,9.7,32,53
15-07-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,11.2,30,52
17-07-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12.5,27,48
20-07-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12.6,71,131
23-07-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,10.2,32,48
27-07-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,13.1,28,59
31-07-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,11.1,30,47
8/6/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,8.1,13,35
8/9/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,13.9,32,42
8/10/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12.2,29,64
13-08-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,10.7,50,64
17-08-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,15.9,25,49
21-08-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12.9,43,75
23-08-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,11,24,45
29-08-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,16,50,103
9/5/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,14.6,24,53
9/7/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,9.4,53,81
9/10/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,16.4,43,80
14-09-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,8.7,41,54
18-09-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,15.3,36,57
20-09-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,10.3,33,50
25-09-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,17.2,96,140
27-09-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,18.6,106,198
10/1/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,20,47,77
10/4/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,11.9,52,76
10/9/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12.5,53,92
10/11/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,13.7,53,98
16-10-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,11.7,61,108
18-10-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,16.3,58,104
25-10-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,19.2,65,111
27-10-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,17.1,62,142
29-10-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,13.2,69,125
11/5/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,11.9,67,125
11/8/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,14.8,86,125
11/9/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,14.7,83,174
11/11/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,8.8,97,151
14-11-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,15.3,81,162
20-11-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,9.1,87,176
22-11-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,18.7,74,152
27-11-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,11.4,97,183
29-11-07,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12.9,76,139
12/1/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12,78,147
12/4/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,18.7,80,143
12/6/2007,Nagaland,Dimapur,Bank Colony,Residential and others,NA,14.2,73,146
