Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
44,January - M011997,Bihar,Dhanbad,Bihar Pollution Control Board,"Residential, Rural and other Areas",34.7,48.9,NA,202
45,January - M011997,Bihar,Jharia,Bihar Pollution Control Board,Industrial Area,38.9,51.7,NA,454
46,January - M011997,Bihar,Sindri,Bihar Pollution Control Board,Industrial Area,36.8,49.5,NA,256
172,January - M011997,Bihar,Jamshedpur,NA,Industrial Area,51.4,71.1,NA,151
174,January - M011997,Bihar,Jamshedpur,NA,"Residential, Rural and other Areas",54.4,70.8,NA,146
210,January - M011997,Bihar,Patna,Bihar Pollution Control Board,NA,10.7,30.2,NA,370
284,January - M011997,Bihar,Patna,Bihar Sate Pollution Control Board,"Residential, Rural and other Areas",26.4,37.6,NA,612
45,February - M021997,Bihar,Jharia,Bihar Pollution Control Board,Industrial Area,43.5,55.2,NA,395
44,February - M021997,Bihar,Dhanbad,Bihar Pollution Control Board,"Residential, Rural and other Areas",34.6,44.8,NA,175
46,February - M021997,Bihar,Sindri,Bihar Pollution Control Board,Industrial Area,35.3,59.3,NA,171
174,February - M021997,Bihar,Jamshedpur,NA,"Residential, Rural and other Areas",39.8,53.8,NA,151
172,February - M021997,Bihar,Jamshedpur,NA,Industrial Area,41.3,52.5,NA,149
210,February - M021997,Bihar,Patna,Bihar Pollution Control Board,NA,22.1,20,NA,318
284,February - M021997,Bihar,Patna,Bihar Sate Pollution Control Board,"Residential, Rural and other Areas",34.4,38.7,NA,476
44,March - M031997,Bihar,Dhanbad,Bihar Pollution Control Board,"Residential, Rural and other Areas",41.1,47.7,NA,231
45,March - M031997,Bihar,Jharia,Bihar Pollution Control Board,Industrial Area,46.9,61,NA,565
46,March - M031997,Bihar,Sindri,Bihar Pollution Control Board,Industrial Area,47.1,59.7,NA,218
174,March - M031997,Bihar,Jamshedpur,NA,"Residential, Rural and other Areas",37,49.5,NA,191
172,March - M031997,Bihar,Jamshedpur,NA,Industrial Area,36.6,45.4,NA,200
210,March - M031997,Bihar,Patna,Bihar Pollution Control Board,NA,29.6,24,NA,371
284,March - M031997,Bihar,Patna,Bihar Sate Pollution Control Board,"Residential, Rural and other Areas",48.9,45,NA,817
46,April - M041997,Bihar,Sindri,Bihar Pollution Control Board,Industrial Area,51.4,56.1,NA,188
44,April - M041997,Bihar,Dhanbad,Bihar Pollution Control Board,"Residential, Rural and other Areas",46.9,40,NA,212
45,April - M041997,Bihar,Jharia,Bihar Pollution Control Board,Industrial Area,55.6,59.2,NA,320
174,April - M041997,Bihar,Jamshedpur,NA,"Residential, Rural and other Areas",38.5,49.9,NA,156
172,April - M041997,Bihar,Jamshedpur,NA,Industrial Area,40.1,47.9,NA,177
210,April - M041997,Bihar,Patna,Bihar Pollution Control Board,NA,10.6,16,NA,328
284,April - M041997,Bihar,Patna,Bihar Sate Pollution Control Board,"Residential, Rural and other Areas",29.8,29.4,NA,253
44,May - M051997,Bihar,Dhanbad,Bihar Pollution Control Board,"Residential, Rural and other Areas",39.2,56,NA,172
45,May - M051997,Bihar,Jharia,Bihar Pollution Control Board,Industrial Area,49.4,51.1,NA,356
46,May - M051997,Bihar,Sindri,Bihar Pollution Control Board,Industrial Area,47.6,55.7,NA,222
174,May - M051997,Bihar,Jamshedpur,NA,"Residential, Rural and other Areas",36.7,47.4,NA,157
172,May - M051997,Bihar,Jamshedpur,NA,Industrial Area,37.6,46.4,NA,189
210,May - M051997,Bihar,Patna,Bihar Pollution Control Board,NA,13.3,17.3,NA,263
284,May - M051997,Bihar,Patna,Bihar Sate Pollution Control Board,"Residential, Rural and other Areas",28.2,32.8,NA,794
44,June - M061997,Bihar,Dhanbad,Bihar Pollution Control Board,"Residential, Rural and other Areas",34.8,46.5,NA,234
45,June - M061997,Bihar,Jharia,Bihar Pollution Control Board,Industrial Area,47.1,62.3,NA,352
46,June - M061997,Bihar,Sindri,Bihar Pollution Control Board,Industrial Area,39.6,43,NA,212
172,June - M061997,Bihar,Jamshedpur,NA,Industrial Area,43.8,47.8,NA,104
