Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
114,January - M011992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,5.6,7.2,NA,76
115,January - M011992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",4.6,6.5,NA,89
116,January - M011992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",4.7,5.7,NA,150
114,February - M021992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,6.3,10.5,NA,125
115,February - M021992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",5.8,8.4,NA,127
116,February - M021992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",4.6,5.8,NA,128
114,March - M031992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,8.1,10.3,NA,122
115,March - M031992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",7.7,7.9,NA,112
116,March - M031992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",4.6,5.8,NA,127
114,April - M041992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,11.2,10.8,NA,122
115,April - M041992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",9.8,8.2,NA,100
116,April - M041992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",4.6,5.7,NA,120
114,May - M051992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,11.7,9,NA,118
115,May - M051992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",9.1,6.7,NA,134
116,May - M051992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",4.4,5.5,NA,92
114,June - M061992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,10.9,10.3,NA,111
115,June - M061992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",9.9,8.4,NA,113
116,June - M061992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",4.3,5.4,NA,86
114,July - M071992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,10.3,7.6,NA,83
115,July - M071992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",9.6,7.6,NA,134
116,July - M071992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",5.2,6.3,NA,99
114,August - M081992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,7.8,7.6,NA,73
115,August - M081992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",9.7,8.1,NA,73
116,August - M081992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",4.7,5.8,NA,86
114,September - M091992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,12.1,9.8,NA,96
115,September - M091992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,"Residential, Rural and other Areas",8.7,8,NA,69
114,October - M101992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,14.9,11.1,NA,90
114,November - M111992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,18.9,8.5,NA,96
114,December - M121992,Daman Diu & Nag,Daman Diu & Nagar,Central Pollution Control Board,Industrial Area,16.7,8.7,NA,104
