Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
6,January - M011990,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,34.5,30.3,NA,224
7,January - M011990,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,37.4,34,NA,323
90,January - M011990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,Industrial Area,26.1,18.8,NA,835
89,January - M011990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",24.6,26.5,NA,431
109,January - M011990,Uttar Pradesh,Lucknow,Uttar Pradesh  Pollution Control Board,NA,NA,NA,NA,373
3,January - M011990,Uttar Pradesh,Agra,Uttar Pradesh Pollution Control Board,Industrial Area,25.1,13.9,NA,485
4,January - M011990,Uttar Pradesh,Agra,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",17.3,11.1,NA,473
2,January - M011990,Uttar Pradesh,Agra,Uttar Pradesh Pollution Control Board,"Residential, Rural and other Areas",22.4,12.3,NA,552
1,January - M011990,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive,22.2,13.9,NA,344
6,February - M021990,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,35.2,38.7,NA,228
7,February - M021990,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,39.9,42.9,NA,269
90,February - M021990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,Industrial Area,30.8,23.4,NA,822
89,February - M021990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",29.6,31.6,NA,481
112,February - M021990,Uttar Pradesh,Lucknow,Uttar Pradesh  Pollution Control Board,NA,NA,NA,NA,447
85,February - M021990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,378
3,February - M021990,Uttar Pradesh,Agra,Uttar Pradesh Pollution Control Board,Industrial Area,25.1,12.8,NA,568
4,February - M021990,Uttar Pradesh,Agra,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",22.7,9.6,NA,378
2,February - M021990,Uttar Pradesh,Agra,Uttar Pradesh Pollution Control Board,"Residential, Rural and other Areas",18.8,11,NA,426
1,February - M021990,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive,25.5,27.1,NA,365
141,February - M021990,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",4.2,7.1,NA,160
142,February - M021990,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",9,11.8,NA,469
143,February - M021990,Uttar Pradesh,Kanpur,NA,Industrial Area,6.3,10.6,NA,320
111,March - M031990,Uttar Pradesh,Lucknow,Uttar Pradesh  Pollution Control Board,NA,NA,NA,NA,1
3,March - M031990,Uttar Pradesh,Agra,Uttar Pradesh Pollution Control Board,Industrial Area,25.4,8.9,NA,471
2,March - M031990,Uttar Pradesh,Agra,Uttar Pradesh Pollution Control Board,"Residential, Rural and other Areas",26.1,7.2,NA,509
1,March - M031990,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive,18.7,18.1,NA,318
6,March - M031990,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,32.4,27.9,NA,212
7,March - M031990,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,33.4,30.5,NA,271
90,March - M031990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,Industrial Area,32.7,23.3,NA,918
89,March - M031990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",27.7,29.7,NA,525
141,March - M031990,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",3.7,6.8,NA,325
142,March - M031990,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",5.5,8.6,NA,451
143,March - M031990,Uttar Pradesh,Kanpur,NA,Industrial Area,5.9,12.1,NA,392
140,April - M041990,Uttar Pradesh,Gajroula,NA,Industrial Area,33,12.3,NA,240
139,April - M041990,Uttar Pradesh,Gajroula,NA,"Residential, Rural and other Areas",24,7.5,NA,216
1,April - M041990,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive,21.7,8.9,NA,385
6,April - M041990,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,39.3,25.2,NA,352
7,April - M041990,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,45.8,27.3,NA,378
90,April - M041990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,Industrial Area,30,29,NA,866
89,April - M041990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",29.2,37.5,NA,480
141,April - M041990,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",4.2,5.4,NA,401
142,April - M041990,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",6.1,6.4,NA,440
143,April - M041990,Uttar Pradesh,Kanpur,NA,Industrial Area,7.5,5.6,NA,540
140,May - M051990,Uttar Pradesh,Gajroula,NA,Industrial Area,28.7,15.9,NA,115
6,May - M051990,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,34.3,35.7,NA,228
7,May - M051990,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,36.9,35.5,NA,278
90,May - M051990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,Industrial Area,33.5,19.1,NA,863
89,May - M051990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",35.6,23.6,NA,579
141,May - M051990,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",3.4,5.1,NA,301
142,May - M051990,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",3.3,5.5,NA,347
143,May - M051990,Uttar Pradesh,Kanpur,NA,Industrial Area,3.8,6.8,NA,436
140,June - M061990,Uttar Pradesh,Gajroula,NA,Industrial Area,21.7,22,NA,441
98,June - M061990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",12.2,15.3,NA,783
87,June - M061990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",12.6,16.5,NA,427
86,June - M061990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,Industrial Area,11.1,13.8,NA,499
85,June - M061990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",10.3,12.2,NA,379
1,June - M061990,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive,14.3,6.9,NA,348
7,June - M061990,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,30.1,33.9,NA,194
90,June - M061990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,Industrial Area,26.8,30.5,NA,958
89,June - M061990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",29.5,23.7,NA,580
141,June - M061990,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",4.6,5.4,NA,380
142,June - M061990,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",4.2,6.3,NA,521
143,June - M061990,Uttar Pradesh,Kanpur,NA,Industrial Area,4.3,8.2,NA,513
141,July - M071990,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",6.1,9.3,NA,177
142,July - M071990,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",5.1,10.2,NA,237
143,July - M071990,Uttar Pradesh,Kanpur,NA,Industrial Area,8.4,9.8,NA,244
139,July - M071990,Uttar Pradesh,Gajroula,NA,"Residential, Rural and other Areas",21.5,24.9,NA,316
140,July - M071990,Uttar Pradesh,Gajroula,NA,Industrial Area,41.1,42.3,NA,532
85,July - M071990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",6.6,9.4,NA,181
86,July - M071990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,Industrial Area,9.6,13,NA,116
87,July - M071990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",7.9,10.6,NA,147
98,July - M071990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",8.8,13.6,NA,502
90,July - M071990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,Industrial Area,22.1,33.8,NA,592
89,July - M071990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",26.1,18.7,NA,436
7,July - M071990,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,26.1,27.1,NA,116
6,July - M071990,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,29,30.5,NA,131
3,July - M071990,Uttar Pradesh,Agra,Uttar Pradesh Pollution Control Board,Industrial Area,9.5,6.6,NA,310
2,July - M071990,Uttar Pradesh,Agra,Uttar Pradesh Pollution Control Board,"Residential, Rural and other Areas",8.4,6.7,NA,293
1,July - M071990,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive,17.6,10,NA,333
141,August - M081990,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",3.5,14,NA,92
142,August - M081990,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",3.7,11.7,NA,151
143,August - M081990,Uttar Pradesh,Kanpur,NA,Industrial Area,4.1,11.1,NA,182
139,August - M081990,Uttar Pradesh,Gajroula,NA,"Residential, Rural and other Areas",68.6,80.5,NA,296
140,August - M081990,Uttar Pradesh,Gajroula,NA,Industrial Area,100.2,121.5,NA,286
85,August - M081990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",5.2,9.2,NA,133
86,August - M081990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,Industrial Area,8.5,11.6,NA,244
87,August - M081990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",8.1,10.7,NA,185
98,August - M081990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",9.2,11.2,NA,446
90,August - M081990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,Industrial Area,24.2,32.8,NA,823
89,August - M081990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",26.7,20.7,NA,567
7,August - M081990,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,28.5,29.3,NA,139
6,August - M081990,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,28.9,29.8,NA,174
1,August - M081990,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive,13.3,7.8,NA,323
139,September - M091990,Uttar Pradesh,Gajroula,NA,"Residential, Rural and other Areas",53.6,46.8,NA,207
140,September - M091990,Uttar Pradesh,Gajroula,NA,Industrial Area,66.5,41.4,NA,381
85,September - M091990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",6.1,9.5,NA,161
86,September - M091990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,Industrial Area,8.9,12.9,NA,188
87,September - M091990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",8.8,11.5,NA,217
98,September - M091990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",10,12.5,NA,361
7,September - M091990,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,31.3,39.7,NA,132
6,September - M091990,Uttar Pradesh,Anpara,Uttar Pradesh  Pollution Control Board,Industrial Area,29.5,37.7,NA,122
3,September - M091990,Uttar Pradesh,Agra,Uttar Pradesh Pollution Control Board,Industrial Area,26.2,15.9,NA,375
2,September - M091990,Uttar Pradesh,Agra,Uttar Pradesh Pollution Control Board,"Residential, Rural and other Areas",17.8,11.8,NA,359
1,September - M091990,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive,19.9,10.2,NA,414
141,September - M091990,Uttar Pradesh,Kanpur,NA,"Residential, Rural and other Areas",4.1,12.4,NA,121
143,September - M091990,Uttar Pradesh,Kanpur,NA,Industrial Area,5.6,15.1,NA,220
139,October - M101990,Uttar Pradesh,Gajroula,NA,"Residential, Rural and other Areas",48.5,48.3,NA,204
140,October - M101990,Uttar Pradesh,Gajroula,NA,Industrial Area,87.3,83.2,NA,421
85,October - M101990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",6.1,8.8,NA,173
86,October - M101990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,Industrial Area,7.9,12.7,NA,621
87,October - M101990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",9.9,14.3,NA,507
98,October - M101990,Uttar Pradesh,Kanpur,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",9,14.5,NA,669
90,October - M101990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,Industrial Area,30.9,20.2,NA,937
89,October - M101990,Uttar Pradesh,Dehradoon,Uttar Pradesh  Pollution Control Board,"Residential, Rural and other Areas",24.6,17.4,NA,523
