Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
162,January - M011996,West Bengal,Calcutta,NA,Industrial Area,60,52.6,NA,491
163,January - M011996,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",65.7,55.7,NA,425
164,January - M011996,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",12.2,16.3,NA,237
11,January - M011996,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,NA,NA,NA,249
8,January - M011996,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,NA,NA,NA,626
9,January - M011996,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,NA,NA,NA,271
10,January - M011996,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,NA,NA,NA,389
14,January - M011996,West Bengal,Haldia,CMEC,Industrial Area,NA,NA,NA,159
15,January - M011996,West Bengal,Haldia,CMEC,Industrial Area,NA,NA,NA,247
162,February - M021996,West Bengal,Calcutta,NA,Industrial Area,50.4,53.4,NA,519
163,February - M021996,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",44.1,51.1,NA,505
164,February - M021996,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",22,30.2,NA,376
11,February - M021996,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,NA,NA,NA,227
8,February - M021996,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,NA,NA,NA,435
9,February - M021996,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,NA,NA,NA,390
10,February - M021996,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,NA,NA,NA,416
15,February - M021996,West Bengal,Haldia,CMEC,Industrial Area,NA,NA,NA,245
14,February - M021996,West Bengal,Haldia,CMEC,Industrial Area,NA,NA,NA,214
162,March - M031996,West Bengal,Calcutta,NA,Industrial Area,14.2,39.9,NA,541
163,March - M031996,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",9.9,35.4,NA,269
164,March - M031996,West Bengal,Calcutta,NA,"Residential, Rural and other Areas",6,12.4,NA,257
11,March - M031996,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,NA,NA,NA,215
8,March - M031996,West Bengal,Howrah,West Bengal Pollution Control Board,Industrial Area,NA,NA,NA,330
