Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
106,January - M011998,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,6,10,NA,301
263,January - M011998,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",5.8,7.3,NA,216
106,February - M021998,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,7.3,8.7,NA,324
263,February - M021998,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",4.7,9.1,NA,223
106,March - M031998,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,8.7,9,NA,316
263,March - M031998,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",8.3,6.9,NA,212
106,April - M041998,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,5.1,4.8,NA,381
263,April - M041998,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",5.1,4.6,NA,264
106,May - M051998,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,5,4.9,NA,429
263,May - M051998,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",3.5,4.7,NA,323
106,June - M061998,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,4.4,4.4,NA,359
263,June - M061998,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",4,4.5,NA,352
106,July - M071998,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,6.1,3.8,NA,271
263,July - M071998,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",4.5,4.4,NA,194
106,August - M081998,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,3.7,3.3,NA,186
263,August - M081998,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",3.5,3.4,NA,136
106,September - M091998,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,2.4,8.3,NA,263
263,September - M091998,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",3,6.4,NA,173
106,October - M101998,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,6,4.1,NA,242
263,October - M101998,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",3.5,4.2,NA,201
106,November - M111998,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,7.5,23.5,NA,326
263,November - M111998,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",6.5,16.6,NA,178
106,December - M121998,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,6.6,26.3,NA,511
263,December - M121998,Chandigarh,Chandigarh,Chandigarh Pollution Control Committee,"Residential, Rural and other Areas",4.8,26.7,NA,303
