Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/3/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,17.5,62,110
1/6/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,19.6,90,163
1/8/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,21.5,108,184
14/1/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,14.8,120,207
16/1/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,14.7,80,138
20/1/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,25.2,87,163
22/1/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,21.4,96,169
27/1/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,14.9,111,182
29/1/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,18.5,127,206
2/3/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,15.2,90,168
2/5/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,19.1,119,226
2/10/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,21.4,66,107
2/12/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,17.1,98,177
17/2/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,18.2,105,167
19/2/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,13.2,83,167
24/2/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,22.9,129,206
26/2/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,11.3,128,208
3/3/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,16.5,78,159
3/5/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,16.8,108,199
3/10/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,19.5,59,116
13/3/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,15.8,104,197
17/3/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,14.7,68,127
19/3/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,19,75,136
21/3/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,18.9,101,176
24/3/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12.4,62,136
26/3/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,18.3,69,136
31/3/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12.2,94,190
4/2/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,17.5,41,94
4/7/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,15.2,44,79
4/9/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,17.1,46,104
14/4/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,13.3,74,120
17/4/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,14.3,59,114
21/4/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,18.6,81,138
23/4/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,14.5,82,138
28/4/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,18.6,34,66
30/4/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,17.7,62,95
5/4/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,13.8,44,81
5/6/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,20.7,40,83
5/8/2009,Nagaland,Dimapur,Bank Colony,Residential and others,3.7,13,96,162
5/12/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,15.3,62,99
14/5/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12.4,74,143
19/5/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,13.6,39,71
21/5/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,18.4,45,121
26/5/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,13.4,61,114
28/5/2009,Nagaland,Dimapur,Bank Colony,Residential and others,NA,12.5,35,56
1/3/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,21.9,92,167
1/6/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,17.6,89,168
1/8/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,21.1,118,201
14/1/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,15,92,173
16/1/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,19.9,106,193
20/1/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,20.8,107,195
22/1/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,16,116,187
27/1/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,17.2,80,142
29/1/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,15.5,117,203
2/3/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,21.7,123,224
2/5/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,19.1,129,248
2/10/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,22.4,73,142
2/12/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,16.8,85,165
17/2/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,19.6,156,255
19/2/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,14.3,109,157
24/2/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,13.9,70,127
26/2/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,17.1,90,184
3/3/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,15,72,146
3/5/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,15.8,86,149
3/10/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,20.8,115,193
13/3/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,18.1,103,161
17/3/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,19,78,149
19/3/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,15.9,66,152
21/3/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,16.4,84,156
24/3/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,14.1,102,182
26/3/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,17.9,63,118
31/3/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,16,77,138
4/2/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,12,72,124
4/7/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,11.5,60,111
4/9/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,16.1,74,133
14/4/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,10,88,161
17/4/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,14.3,90,139
21/4/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,16.3,43,77
23/4/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,15.2,47,100
28/4/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,16.4,50,95
30/4/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,12.1,54,94
5/4/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,15,44,91
5/6/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,11.4,51,102
5/8/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,11,60,108
5/12/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,13.4,69,117
14/5/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,11.9,45,84
19/5/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,11.2,35,86
21/5/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,16,57,102
26/5/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,13.2,35,74
28/5/2009,Nagaland,Dimapur,Dhobinala,Residential and others,NA,8.5,46,94
