Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
193,January - M011991,Assam,Guwahati,ASPB,NA,14,22.6,NA,43
194,January - M011991,Assam,Guwahati,ASPB,NA,8,17.3,NA,69
195,January - M011991,Assam,Guwahati,ASPB,NA,13.6,7.5,NA,28
193,February - M021991,Assam,Guwahati,ASPB,NA,52.1,10.6,NA,46
194,February - M021991,Assam,Guwahati,ASPB,NA,14,8.3,NA,64
195,February - M021991,Assam,Guwahati,ASPB,NA,21.2,7,NA,10
194,March - M031991,Assam,Guwahati,ASPB,NA,14.6,10.1,NA,178
195,March - M031991,Assam,Guwahati,ASPB,NA,28.3,6.6,NA,18
194,April - M041991,Assam,Guwahati,ASPB,NA,3.9,22.8,NA,41
195,April - M041991,Assam,Guwahati,ASPB,NA,9.7,0.5,NA,8
194,May - M051991,Assam,Guwahati,ASPB,NA,0.5,17,NA,29
194,June - M061991,Assam,Guwahati,ASPB,NA,10.4,9.7,NA,39
194,July - M071991,Assam,Guwahati,ASPB,NA,4.1,9.1,NA,27
194,August - M081991,Assam,Guwahati,ASPB,NA,0.5,5.4,NA,33
193,August - M081991,Assam,Guwahati,ASPB,NA,6.3,2,NA,5
193,September - M091991,Assam,Guwahati,ASPB,NA,6.1,23.5,NA,9
194,September - M091991,Assam,Guwahati,ASPB,NA,19.9,49.6,NA,29
193,October - M101991,Assam,Guwahati,ASPB,NA,6.2,22.9,NA,10
194,October - M101991,Assam,Guwahati,ASPB,NA,3.9,47.7,NA,50
193,November - M111991,Assam,Guwahati,ASPB,NA,15.1,46.3,NA,18
194,November - M111991,Assam,Guwahati,ASPB,NA,3.2,24,NA,35
193,December - M121991,Assam,Guwahati,ASPB,NA,32.7,39.2,NA,20
194,December - M121991,Assam,Guwahati,ASPB,NA,6.1,58,NA,50
