Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
268,January - M012002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3,12.3,NA,116
268,February - M022002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3,13.2,NA,139
268,March - M032002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3,13.2,NA,96
268,April - M042002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3,14.5,NA,164
268,May - M052002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3.5,17.4,NA,111
268,June - M062002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3.8,16.9,NA,121
268,July - M072002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3.6,16.6,NA,117
268,August - M082002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3.4,14.4,NA,97
268,September - M092002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3.1,14.3,NA,86
268,October - M102002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3,12,NA,111
268,November - M112002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3,12.1,NA,134
268,December - M122002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3,13.7,NA,128
268,Annual - M132002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3.2,14.2,NA,118
271,January - M012002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3.2,17.8,NA,160
271,February - M022002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3.9,19.3,NA,173
271,March - M032002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3.9,19.3,NA,181
271,April - M042002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",4.3,22.4,NA,213
271,May - M052002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",5.5,23.5,NA,200
271,June - M062002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",5.8,24.4,NA,191
271,July - M072002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",4.9,23.1,NA,200
271,August - M082002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",4.9,20,NA,134
271,September - M092002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3.7,16.8,NA,166
271,October - M102002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3.3,15.4,NA,250
271,November - M112002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3.2,17.3,NA,253
271,December - M122002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3.2,17.8,NA,252
271,Annual - M132002,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",4.2,19.9,NA,198
119,January - M012002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,3.1,16.9,NA,211
119,February - M022002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,3.6,15,NA,142
119,March - M032002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,4.3,17.2,NA,167
119,April - M042002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,4.8,18.2,NA,199
119,May - M052002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,5.3,18.4,NA,158
119,June - M062002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,3.7,15.4,NA,112
119,July - M072002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,4.2,15.3,NA,153
119,August - M082002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,3.5,15.3,NA,116
119,September - M092002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,3.4,13.9,NA,150
119,October - M102002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,3.7,13.8,NA,95
119,November - M112002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,3.4,12.3,NA,181
119,December - M122002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,3.3,13.2,NA,NA
119,Annual - M132002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,Industrial Area,3.8,15.5,NA,153
132,January - M012002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",2.5,15,NA,99
132,February - M022002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",3.1,14.5,NA,81
132,March - M032002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",3,15.6,NA,106
132,April - M042002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",3.7,16.3,NA,218
132,May - M052002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",4.5,17,NA,268
132,June - M062002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",4.6,14.8,NA,159
132,July - M072002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",2.7,14.2,NA,175
132,August - M082002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",2.5,12.7,NA,120
132,September - M092002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",3.1,13.3,NA,117
132,October - M102002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",2.8,12.4,NA,116
132,November - M112002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",3.1,12.4,NA,106
132,December - M122002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",2.5,13.4,NA,104
132,Annual - M132002,Himachal Pradesh,Parwanoo,Himachal Pradesh  Pollution Control Boar,"Residential, Rural and other Areas",3.2,14.3,NA,140
