Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/3/2005,Goa,Panaji,Near Old GSPCB,Residential and others,NA,14,126,171
1/5/2005,Goa,Panaji,Near Old GSPCB,Residential and others,NA,15,87,189
1/10/2005,Goa,Panaji,Near Old GSPCB,Residential and others,NA,14,51,94
1/12/2005,Goa,Panaji,Near Old GSPCB,Residential and others,NA,30,34,91
17-01-05,Goa,Panaji,Near Old GSPCB,Residential and others,NA,10,55,125
19-01-05,Goa,Panaji,Near Old GSPCB,Residential and others,NA,18,91,174
24-01-05,Goa,Panaji,Near Old GSPCB,Residential and others,NA,NA,NA,139
26-01-05,Goa,Panaji,Near Old GSPCB,Residential and others,4,13.5,71,140
31-01-05,Goa,Panaji,Near Old GSPCB,Residential and others,NA,11,35,67
2/2/2005,Goa,Panaji,Near Old GSPCB,Residential and others,NA,9,88,182
2/7/2005,Goa,Panaji,Near Old GSPCB,Residential and others,NA,NA,36,86
2/9/2005,Goa,Panaji,Near Old GSPCB,Residential and others,24,11,65,113
14-02-05,Goa,Panaji,Near Old GSPCB,Residential and others,NA,NA,77,139
16-02-05,Goa,Panaji,Near Old GSPCB,Residential and others,NA,NA,42,138
21-02-05,Goa,Panaji,Near Old GSPCB,Residential and others,NA,NA,59,175
28-02-05,Goa,Panaji,Near Old GSPCB,Residential and others,NA,10,NA,146
3/2/2005,Goa,Panaji,Near Old GSPCB,Residential and others,5,12,NA,97
3/7/2005,Goa,Panaji,Near Old GSPCB,Residential and others,NA,NA,NA,84
3/9/2005,Goa,Panaji,Near Old GSPCB,Residential and others,NA,NA,NA,73
14-03-05,Goa,Panaji,Near Old GSPCB,Residential and others,NA,9,NA,122
16-03-05,Goa,Panaji,Near Old GSPCB,Residential and others,NA,9,NA,160
21-03-05,Goa,Panaji,Near Old GSPCB,Residential and others,NA,NA,NA,105
23-03-05,Goa,Panaji,Near Old GSPCB,Residential and others,NA,NA,NA,94
28-03-05,Goa,Panaji,Near Old GSPCB,Residential and others,NA,NA,NA,126
