Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
44,January - M012000,Bihar,Dhanbad,Bihar Pollution Control Board,"Residential, Rural and other Areas",57.3,92.5,NA,251
45,January - M012000,Bihar,Jharia,Bihar Pollution Control Board,Industrial Area,75.6,79.8,NA,546
46,January - M012000,Bihar,Sindri,Bihar Pollution Control Board,Industrial Area,64,73.5,NA,262
172,January - M012000,Bihar,Jamshedpur,NA,Industrial Area,63.2,63,NA,321
174,January - M012000,Bihar,Jamshedpur,NA,"Residential, Rural and other Areas",64.5,62.1,NA,319
210,January - M012000,Bihar,Patna,Bihar Pollution Control Board,NA,12.6,14.9,NA,182
284,January - M012000,Bihar,Patna,Bihar Sate Pollution Control Board,"Residential, Rural and other Areas",22,26,NA,644
44,February - M022000,Bihar,Dhanbad,Bihar Pollution Control Board,"Residential, Rural and other Areas",10.4,15.6,NA,265
45,February - M022000,Bihar,Jharia,Bihar Pollution Control Board,Industrial Area,11.9,9,NA,524
46,February - M022000,Bihar,Sindri,Bihar Pollution Control Board,Industrial Area,15.7,14.9,NA,295
172,February - M022000,Bihar,Jamshedpur,NA,Industrial Area,53.1,55.5,NA,211
174,February - M022000,Bihar,Jamshedpur,NA,"Residential, Rural and other Areas",55.4,55.6,NA,199
210,February - M022000,Bihar,Patna,Bihar Pollution Control Board,NA,10.7,13.1,NA,243
284,February - M022000,Bihar,Patna,Bihar Sate Pollution Control Board,"Residential, Rural and other Areas",17.9,21.9,NA,530
44,March - M032000,Bihar,Dhanbad,Bihar Pollution Control Board,"Residential, Rural and other Areas",16,13.6,NA,408
45,March - M032000,Bihar,Jharia,Bihar Pollution Control Board,Industrial Area,21.4,12.1,NA,590
46,March - M032000,Bihar,Sindri,Bihar Pollution Control Board,Industrial Area,7.6,6.9,NA,152
172,March - M032000,Bihar,Jamshedpur,NA,Industrial Area,52.1,51.4,NA,183
174,March - M032000,Bihar,Jamshedpur,NA,"Residential, Rural and other Areas",58,57,NA,201
210,March - M032000,Bihar,Patna,Bihar Pollution Control Board,NA,9.4,11.9,NA,144
284,March - M032000,Bihar,Patna,Bihar Sate Pollution Control Board,"Residential, Rural and other Areas",19,23.7,NA,749
44,April - M042000,Bihar,Dhanbad,Bihar Pollution Control Board,"Residential, Rural and other Areas",11.5,14.1,NA,301
45,April - M042000,Bihar,Jharia,Bihar Pollution Control Board,Industrial Area,15.7,11,NA,422
