Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
4/1/2009,Bihar,Patna,Beltron Bhawan,Residential and others,7.5,44.6,170,347
4/6/2009,Bihar,Patna,Beltron Bhawan,Residential and others,8.9,33.8,143,369
4/8/2009,Bihar,Patna,Beltron Bhawan,Residential and others,7.9,31.2,133,291
4/12/2009,Bihar,Patna,Beltron Bhawan,Residential and others,NA,22.5,74,210
13/4/2009,Bihar,Patna,Beltron Bhawan,Residential and others,10.2,15.1,114,363
15/4/2009,Bihar,Patna,Beltron Bhawan,Residential and others,8.6,NA,174,393
17/4/2009,Bihar,Patna,Beltron Bhawan,Residential and others,5.4,22.7,157,439
20/4/2009,Bihar,Patna,Beltron Bhawan,Residential and others,3.4,17.1,151,383
22/4/2009,Bihar,Patna,Beltron Bhawan,Residential and others,7.6,33.2,116,397
6/9/2009,Bihar,Patna,Beltron Bhawan,Residential and others,NA,22.9,147,443
6/10/2009,Bihar,Patna,Beltron Bhawan,Residential and others,2.5,18.9,98,327
15/6/2009,Bihar,Patna,Beltron Bhawan,Residential and others,3,20.2,104,291
17/6/2009,Bihar,Patna,Beltron Bhawan,Residential and others,3.7,25.7,145,499
18/6/2009,Bihar,Patna,Beltron Bhawan,Residential and others,4.2,24.9,156,448
19/6/2009,Bihar,Patna,Beltron Bhawan,Residential and others,4.1,26.8,147,434
22/6/2009,Bihar,Patna,Beltron Bhawan,Residential and others,4,20.9,106,312
24/6/2009,Bihar,Patna,Beltron Bhawan,Residential and others,4.2,22.7,92,238
26/6/2009,Bihar,Patna,Beltron Bhawan,Residential and others,4,19.8,111,306
29/6/2009,Bihar,Patna,Beltron Bhawan,Residential and others,3.6,19.6,114,317
7/1/2009,Bihar,Patna,Beltron Bhawan,Residential and others,NA,NA,129,NA
7/8/2009,Bihar,Patna,Beltron Bhawan,Residential and others,2.6,9.8,126,164
7/10/2009,Bihar,Patna,Beltron Bhawan,Residential and others,NA,5.6,38,72
13/7/2009,Bihar,Patna,Beltron Bhawan,Residential and others,2.5,7.5,49,91
15/7/2009,Bihar,Patna,Beltron Bhawan,Residential and others,NA,15.6,31,230
17/7/2009,Bihar,Patna,Beltron Bhawan,Residential and others,2.4,13.9,53,141
20/7/2009,Bihar,Patna,Beltron Bhawan,Residential and others,NA,21.5,43,68
22/7/2009,Bihar,Patna,Beltron Bhawan,Residential and others,NA,27.6,34,71
24/7/2009,Bihar,Patna,Beltron Bhawan,Residential and others,NA,19.7,59,115
27/7/2009,Bihar,Patna,Beltron Bhawan,Residential and others,3.3,20.3,68,173
29/7/2009,Bihar,Patna,Beltron Bhawan,Residential and others,3.7,22.4,39,69
31/7/2009,Bihar,Patna,Beltron Bhawan,Residential and others,2.7,16.8,37,92
8/3/2009,Bihar,Patna,Beltron Bhawan,Residential and others,5.4,16.9,62,164
8/5/2009,Bihar,Patna,Beltron Bhawan,Residential and others,4.9,23.7,80,203
8/12/2009,Bihar,Patna,Beltron Bhawan,Residential and others,3.8,22.2,97,255
14/8/2009,Bihar,Patna,Beltron Bhawan,Residential and others,3.7,20.9,78,186
17/8/2009,Bihar,Patna,Beltron Bhawan,Residential and others,NA,NA,109,270
19/8/2009,Bihar,Patna,Beltron Bhawan,Residential and others,3.1,14.5,57,100
21/8/2009,Bihar,Patna,Beltron Bhawan,Residential and others,NA,12.9,65,113
24/8/2009,Bihar,Patna,Beltron Bhawan,Residential and others,NA,13.9,25,52
26/8/2009,Bihar,Patna,Beltron Bhawan,Residential and others,NA,11.3,45,108
28/8/2009,Bihar,Patna,Beltron Bhawan,Residential and others,NA,18.3,43,108
31/8/2009,Bihar,Patna,Beltron Bhawan,Residential and others,NA,18.9,79,204
9/2/2009,Bihar,Patna,Beltron Bhawan,Residential and others,NA,26.2,54,132
9/4/2009,Bihar,Patna,Beltron Bhawan,Residential and others,2.8,12.7,45,131
9/7/2009,Bihar,Patna,Beltron Bhawan,Residential and others,3.9,10.9,45,120
9/11/2009,Bihar,Patna,Beltron Bhawan,Residential and others,NA,29.6,45,73
28/4/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,8,101.4,161,413
5/5/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,14.1,129.3,160,581
23/7/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,4,59.3,193,494
25/7/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,5.5,50.8,126,307
28/7/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,4.1,67.9,112,532
30/7/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,4.1,66.9,105,297
8/1/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,4.5,NA,85,335
8/4/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,3.1,56.4,142,482
8/6/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,3.2,47.9,107,401
8/11/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,2.4,51.4,130,406
18/8/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,NA,54,97,248
20/8/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,3.8,42.2,135,311
22/8/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,4,40.6,132,401
25/8/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,NA,38.3,74,202
27/8/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,NA,35,65,176
29/8/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,NA,50.6,101,286
9/1/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,NA,89.5,120,331
9/3/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,3.1,38.3,140,339
9/5/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,4.9,54,80,225
9/8/2009,Bihar,Patna,Gandhi Maidan T C,Residential and others,3.6,41.2,134,310
