Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
64,January - M011991,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",2,9.1,NA,115
93,January - M011991,Pondichery,Pondichery,PNPB,Industrial Area,9.9,9.3,NA,90
92,January - M011991,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",8.2,5.8,NA,135
64,February - M021991,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",1.1,9.7,NA,116
93,February - M021991,Pondichery,Pondichery,PNPB,Industrial Area,8.7,15.3,NA,93
92,February - M021991,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",1.6,16.7,NA,99
64,March - M031991,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",1.8,5.7,NA,97
93,March - M031991,Pondichery,Pondichery,PNPB,Industrial Area,13.5,23.6,NA,101
92,March - M031991,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",0.7,4.9,NA,102
64,April - M041991,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",1.8,17.2,NA,136
93,April - M041991,Pondichery,Pondichery,PNPB,Industrial Area,8.8,18.6,NA,105
92,April - M041991,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",2.4,10.6,NA,77
64,May - M051991,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",3.7,4.3,NA,128
93,May - M051991,Pondichery,Pondichery,PNPB,Industrial Area,8.1,12.8,NA,81
92,May - M051991,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",1.2,4.8,NA,106
92,June - M061991,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",9.4,10.5,NA,102
93,June - M061991,Pondichery,Pondichery,PNPB,Industrial Area,14.1,12.8,NA,116
64,June - M061991,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",4,8.1,NA,115
92,July - M071991,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",9.2,9.9,NA,119
93,July - M071991,Pondichery,Pondichery,PNPB,Industrial Area,29.5,23.1,NA,101
64,July - M071991,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",8.7,11,NA,114
92,August - M081991,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",4.7,9,NA,117
93,August - M081991,Pondichery,Pondichery,PNPB,Industrial Area,24.2,13.7,NA,153
64,August - M081991,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",9.3,12.5,NA,118
92,September - M091991,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",8.5,11.7,NA,114
93,September - M091991,Pondichery,Pondichery,PNPB,Industrial Area,27.3,16.1,NA,153
64,September - M091991,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",6.8,8.7,NA,125
92,October - M101991,Pondichery,Pondichery,PNPB,"Residential, Rural and other Areas",12.1,11,NA,165
93,October - M101991,Pondichery,Pondichery,PNPB,Industrial Area,40.6,10.2,NA,136
64,October - M101991,Pondichery,Pondichery,Central Pollution Control Board,"Residential, Rural and other Areas",9,11.6,NA,134
