Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
38,January - M011991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,14.3,10.8,NA,109
71,January - M011991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,27.4,17.2,NA,51
72,January - M011991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,5.7,11.6,NA,110
73,January - M011991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",4.4,12.7,NA,98
74,January - M011991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",8.6,20,NA,144
75,January - M011991,Tamil Nadu,Turicorin,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",18.3,10.4,NA,48
161,January - M011991,Tamil Nadu,Madras,NA,Industrial Area,9.6,11.2,NA,157
160,January - M011991,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",9.2,14.1,NA,116
159,January - M011991,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",14.1,31.2,NA,118
74,February - M021991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",6.4,15.4,NA,173
73,February - M021991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",4.4,22.8,NA,150
72,February - M021991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,11.9,7.7,NA,96
71,February - M021991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,51,16.1,NA,54
38,February - M021991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,18.4,8.9,NA,221
75,February - M021991,Tamil Nadu,Turicorin,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",15.3,10.2,NA,55
161,February - M021991,Tamil Nadu,Madras,NA,Industrial Area,11.7,15.6,NA,140
160,February - M021991,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.9,17,NA,NA
159,February - M021991,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",9.7,26,NA,NA
74,March - M031991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",8.1,12,NA,146
73,March - M031991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",9.9,14.6,NA,121
72,March - M031991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,4.2,9,NA,106
71,March - M031991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,23.7,16.6,NA,54
38,March - M031991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,24.7,12,NA,312
75,March - M031991,Tamil Nadu,Turicorin,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",15,9.7,NA,62
161,March - M031991,Tamil Nadu,Madras,NA,Industrial Area,7.6,10,NA,143
160,March - M031991,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.1,6,NA,NA
159,March - M031991,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",7.3,10,NA,71
161,April - M041991,Tamil Nadu,Madras,NA,Industrial Area,6.4,9.5,NA,135
160,April - M041991,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.2,3.9,NA,78
159,April - M041991,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.2,10.2,NA,87
38,April - M041991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,9.7,13.4,NA,223
75,April - M041991,Tamil Nadu,Turicorin,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",15.9,7.7,NA,57
74,April - M041991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",2.5,12.9,NA,152
73,April - M041991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",4.2,10.8,NA,185
72,April - M041991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,5.8,11.9,NA,133
71,April - M041991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,28.1,15.7,NA,78
161,May - M051991,Tamil Nadu,Madras,NA,Industrial Area,7.2,8.3,NA,NA
160,May - M051991,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6,3.2,NA,46
159,May - M051991,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",7.8,8,NA,86
38,May - M051991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,12.2,19.9,NA,264
75,May - M051991,Tamil Nadu,Turicorin,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",18.8,12.4,NA,65
74,May - M051991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",2.9,20.1,NA,123
73,May - M051991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",6.7,17.5,NA,156
72,May - M051991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,3.8,15,NA,152
71,May - M051991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,25.1,23.1,NA,138
38,June - M061991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,14.3,24.3,NA,180
75,June - M061991,Tamil Nadu,Turicorin,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",15.1,9.7,NA,39
74,June - M061991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",2.6,41.7,NA,121
73,June - M061991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",6.3,35.5,NA,156
72,June - M061991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,15,25.6,NA,156
71,June - M061991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,36.4,27.1,NA,102
159,June - M061991,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",8.3,19,NA,75
160,June - M061991,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.1,6.2,NA,57
161,June - M061991,Tamil Nadu,Madras,NA,Industrial Area,11.1,17.7,NA,137
38,July - M071991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,21.8,19.5,NA,117
75,July - M071991,Tamil Nadu,Turicorin,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",12.5,7.2,NA,44
74,July - M071991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",7.6,40,NA,163
73,July - M071991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,"Residential, Rural and other Areas",9,26.7,NA,215
72,July - M071991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,14.1,22,NA,146
71,July - M071991,Tamil Nadu,Madras,Tamil Nadu Pollution Control Board,Industrial Area,9.2,19.9,NA,119
159,July - M071991,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",7.7,19.5,NA,88
160,July - M071991,Tamil Nadu,Madras,NA,"Residential, Rural and other Areas",6.9,11,NA,66
161,July - M071991,Tamil Nadu,Madras,NA,Industrial Area,16.4,20.1,NA,137
