Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
41,1/2/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,23.2,11.8,NA,NA
40,1/1/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,23.1,13.8,NA,81
39,1/1/1988,Karnataka,Mysore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",14.1,7.2,NA,61
41,2/2/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,24.2,15.7,NA,65
40,2/2/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,37,18.4,NA,143
39,2/1/1988,Karnataka,Mysore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",28,10.9,NA,104
41,3/1/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,22.4,7.4,NA,NA
40,3/2/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,33.8,4.4,NA,51
39,3/2/1988,Karnataka,Mysore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",36.8,17.6,NA,50
41,4/5/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,28.4,6.6,NA,29
40,4/1/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,7.8,3.4,NA,107
39,4/4/1988,Karnataka,Mysore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",8.2,2.5,NA,81
41,5/3/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,24,2.5,NA,50
40,5/2/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,10.7,2.1,NA,66
39,5/2/1988,Karnataka,Mysore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",11.6,7.4,NA,32
39,6/3/1988,Karnataka,Mysore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",34.7,6.6,NA,34
41,6/2/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,34.8,16.4,NA,27
40,6/1/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,13.9,4.5,NA,63
39,7/2/1988,Karnataka,Mysore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",41.8,23.3,NA,38
41,7/1/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,6.7,1.6,NA,35
40,14-07-88,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,33.6,26.6,NA,50
39,8/1/1988,Karnataka,Mysore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",46.3,11.5,NA,38
41,8/11/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,33.5,13.2,NA,32
40,8/2/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,45.7,14.8,NA,58
41,9/6/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,12,5.1,NA,46
40,9/6/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,19.2,9.1,NA,63
39,10/1/1988,Karnataka,Mysore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",17.2,13.2,NA,25
41,10/11/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,12.2,3.8,NA,31
40,10/3/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,14.7,12.8,NA,47
39,11/1/1988,Karnataka,Mysore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",19.9,12.5,NA,34
41,11/3/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,16.6,9,NA,43
40,11/2/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,16.9,7.9,NA,75
77,11/2/1988,Karnataka,Bangalore,Karnataka Pollution Control Board,Industrial Area,37.2,15.2,NA,220
78,11/3/1988,Karnataka,Bangalore,Karnataka Pollution Control Board,Industrial Area,77.9,32,NA,142
79,11/2/1988,Karnataka,Bangalore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",27.2,20.3,NA,392
80,11/3/1988,Karnataka,Bangalore,Karnataka Pollution Control Board,Industrial Area,23.1,13.4,NA,356
81,11/2/1988,Karnataka,Bangalore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",26.3,11.2,NA,150
39,12/2/1988,Karnataka,Mysore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",18.1,2.7,NA,118
41,12/2/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,12.2,12.1,NA,78
40,12/2/1988,Karnataka,Mysore,Karnataka Pollution Control Board,Industrial Area,6.1,7.1,NA,76
77,12/8/1988,Karnataka,Bangalore,Karnataka Pollution Control Board,Industrial Area,22.2,4.5,NA,547
78,12/1/1988,Karnataka,Bangalore,Karnataka Pollution Control Board,Industrial Area,30,13.3,NA,239
79,12/2/1988,Karnataka,Bangalore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",18.1,15.6,NA,230
80,12/1/1988,Karnataka,Bangalore,Karnataka Pollution Control Board,Industrial Area,18.7,11.1,NA,246
81,12/2/1988,Karnataka,Bangalore,Karnataka Pollution Control Board,"Residential, Rural and other Areas",20.4,10,NA,107
