Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
8/3/2005,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,11.7,10.8,NA,36
8/8/2005,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,11,12.3,NA,36
19-08-05,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.5,NA,NA,28
25-08-05,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,5.5,NA,NA,33
9/7/2005,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,6.2,5.3,NA,57
15-09-05,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,2.3,NA,NA,118
21-09-05,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,2.3,NA,NA,106
10/1/2005,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.7,12.4,NA,31
10/5/2005,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3,10,NA,45
14-10-05,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,3.5,12.3,NA,54
19-10-05,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,4.8,13.4,NA,55
30-10-05,Assam,Bongaigaon,Barpara Office Bldg,Residential and others,5.7,17.7,NA,55
10/10/2005,Assam,Bongaigaon,Birjhoria Science Co,Residential and others,NA,NA,104,155
29-04-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,9,113,180
30-04-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,9.2,100,191
5/3/2005,Assam,Guwahati,Fire Brigade Station,Residential and others,4,11.1,84,131
5/6/2005,Assam,Guwahati,Fire Brigade Station,Residential and others,4,11.6,77,120
5/9/2005,Assam,Guwahati,Fire Brigade Station,Residential and others,4,9.8,94,145
13-05-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,11,110,167
18-05-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,11.6,102,156
25-05-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,10,75,119
6/3/2005,Assam,Guwahati,Fire Brigade Station,Residential and others,4,10,91,142
6/7/2005,Assam,Guwahati,Fire Brigade Station,Residential and others,4,10.7,99,153
13-06-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,12.4,86,136
16-06-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,11.2,80,126
20-06-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,9.7,83,128
24-06-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,9,104,159
30-06-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,9.7,80,126
7/2/2005,Assam,Guwahati,Fire Brigade Station,Residential and others,4,11.6,81,132
7/6/2005,Assam,Guwahati,Fire Brigade Station,Residential and others,4,13.6,86,139
13-07-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,10.3,69,113
16-07-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,10,63,103
19-07-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,13.4,69,115
22-07-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,15.7,65,108
27-07-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,14.4,73,118
30-07-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,16,62,104
8/1/2005,Assam,Guwahati,Fire Brigade Station,Residential and others,4,15.3,76,96
8/4/2005,Assam,Guwahati,Fire Brigade Station,Residential and others,4,18.3,71,124
8/8/2005,Assam,Guwahati,Fire Brigade Station,Residential and others,4,14.8,56,95
8/12/2005,Assam,Guwahati,Fire Brigade Station,Residential and others,4.2,17,67,124
18-08-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,14.7,62,119
22-08-05,Assam,Guwahati,Fire Brigade Station,Residential and others,4,11.5,47,93
